iteration,outcome,count,share
13,child_free,52,0.0197944423296536
13,day_ticket_cap_applied,449,0.17091739626950894
13,external_local_flat,27,0.010277883517320136
13,external_national_flat,1,3.8066235249333843E-4
13,external_rail_nt,36,0.013703844689760183
13,long_distance_flat,3,0.0011419870574800152
13,no_pt_leg,1102,0.41948991244765893
13,vrb_flat_national,181,0.06889988580129425
13,vrb_flat_regional,64,0.02436239055957366
13,vrb_short_trip,155,0.05900266463646745
13,vrb_single_adult,929,0.3536353254663114
13,vrb_single_child,77,0.029311001141987057
