iteration,outcome,count,share
10,child_free,73,0.026164874551971327
10,day_ticket_cap_applied,342,0.12258064516129032
10,external_local_flat,17,0.0060931899641577065
10,external_national_flat,5,0.0017921146953405018
10,external_rail_nt,21,0.007526881720430108
10,long_distance_flat,2,7.168458781362007E-4
10,no_pt_leg,1241,0.44480286738351255
10,vrb_flat_national,277,0.0992831541218638
10,vrb_flat_regional,85,0.03046594982078853
10,vrb_short_trip,154,0.055197132616487454
10,vrb_single_adult,855,0.3064516129032258
10,vrb_single_child,60,0.021505376344086023
