iteration,outcome,count,share
11,child_free,84,0.031122638014079287
11,day_ticket_cap_applied,672,0.2489811041126343
11,external_local_flat,14,0.005187106335679882
11,external_national_flat,11,0.004075583549462764
11,external_rail_nt,35,0.012967765839199704
11,long_distance_flat,5,0.001852537977028529
11,no_pt_leg,1084,0.4016302334197851
11,vrb_flat_national,234,0.08669877732493517
11,vrb_flat_regional,80,0.029640607632456465
11,vrb_short_trip,164,0.060763245646535756
11,vrb_single_adult,943,0.3493886624675806
11,vrb_single_child,45,0.016672841793256763
