iteration,outcome,count,share
16,child_free,59,0.024532224532224534
16,day_ticket_cap_applied,395,0.16424116424116425
16,external_local_flat,9,0.0037422037422037424
16,external_national_flat,6,0.002494802494802495
16,external_rail_nt,19,0.0079002079002079
16,long_distance_flat,3,0.0012474012474012475
16,no_pt_leg,978,0.4066528066528067
16,vrb_flat_national,149,0.06195426195426196
16,vrb_flat_regional,87,0.03617463617463618
16,vrb_short_trip,147,0.061122661122661126
16,vrb_single_adult,870,0.36174636174636177
16,vrb_single_child,78,0.032432432432432434
