iteration,outcome,count,share
12,child_free,40,0.013610071452875128
12,day_ticket_cap_applied,575,0.19564477713507997
12,external_local_flat,14,0.004763525008506295
12,external_national_flat,2,6.805035726437564E-4
12,external_rail_nt,34,0.011568560734943858
12,long_distance_flat,2,6.805035726437564E-4
12,no_pt_leg,1303,0.4433480775774073
12,vrb_flat_national,257,0.0874447090847227
12,vrb_flat_regional,72,0.02449812861517523
12,vrb_short_trip,154,0.052398775093569244
12,vrb_single_adult,996,0.33889077917659066
12,vrb_single_child,65,0.022116366110922082
