code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,126048,62154,0.4930978674790556,0.5069021325209444,2268,0.6275275302,0.1781074898,0.19436498,-13.442966272094436
03102,45482,22754,0.5002858273602744,0.4997141726397256,663,0.7138834791,0.05934990208,0.2267666188,-21.359765173972566
03103,56093,28643,0.5106341254702013,0.48936587452979874,0,,,,
03151,86850,39981,0.4603454231433506,0.5396545768566494,1521,0.6441429156,0.1787013602,0.1771557242,-18.379749245664946
03153,59402,28309,0.47656644557422306,0.5234335544257769,935,0.6923515291,0.07836139891,0.229287072,-21.578508352577693
03154,42386,20092,0.4740244420327467,0.5259755579672534,754,0.6670583375,0.1211166383,0.2118250242,-19.30338954672533
03157,66039,30115,0.4560184133618014,0.5439815866381986,1067,0.6118816927,0.1469785561,0.2411397512,-15.586327933819867
03158,58125,28090,0.4832688172043011,0.5167311827956989,808,0.6603275151,0.1501351788,0.1895373061,-17.70586978956989
zgb,540425,260138,0.48135819031317945,0.5186418096868206,8016,0.6511223931,0.1417722931,0.2071053138,-16.976420278682053
