# Source: SrV 2023 Braunschweig + Regionalverband Grossraum Braunschweig scientific-use
#   microdata (local-only, see srv2023_raw/README.md), generated by
#   scripts/extract_srv_primary_distance_targets.py on 2026-09-03.
# Table: srv2023_commute_distance_quantiles_by_kreis.csv
# Universe: persons with a home<->own-workplace trip (V_ZWECK 1)
# Observation unit: PERSON -- first home->purpose trip (V_START_LAGE == 1), else first
#   purpose->home trip (V_ZIEL_LAGE == 1); business trips (V_ZWECK 2) and 'andere
#   Bildungseinrichtung' (V_ZWECK 7) excluded. Reporting days are Tue-Thu only.
# Distance: GIS_LAENGE (routed km) where GIS_LAENGE_GUELTIG > 0; GIS-invalid trips fall
#   back to the other direction (R5); a negative weight or an over-cap distance on the
#   SELECTED trip excludes the person (R6, no fallback -- see the module docstring).
# Weight: GEWICHT_W_ZENSUS >= 0 (expansion to Zensus 2022; the stratum-internal
#   GEWICHT_W must not be used across strata; GEWICHT_W_WERKTAG is undefined here).
# Kreis: first 5 digits of the household AGS. Wolfsburg (03103) is NOT surveyed: its row
#   is the RegioStaR-7 type-72 pool (Braunschweig + Salzgitter), source = proxy_rs7_72
#   -- an ASSUMPTION recorded in the reference ADR. Per R11, the Wolfsburg proxy row
#   carries the RS7-72 pool's RAW shares/quantiles in BOTH the raw and the shrunk
#   columns (a pool is not shrunk further).
# Shrinkage: share_*_shrunk = n/(n+k) * Kreis + k/(n+k) * pool, pool = dominant RS7 type
#   (itself shrunk toward ZGB), k = 100 persons.
# Coverage caveat: stratified PSU design over ~44 selected municipalities; per-Kreis rows
#   represent the covered municipalities (ASSUMPTION-grade for the full Kreis).
# Noise floor: emd_noise_95_* is the 95th percentile of the bootstrap EMD, normalised to
#   [0, 1] exactly like braunschweig.calibration.metrics.emd_on_bands (same formula,
#   re-implemented locally to avoid a pipeline import).
# distance_km_euclid_* = GIS routed km / 1.3 (euclidean-equivalent, the unit of
# synthesis.population.spatial.commute_distance targets). Percentiles 1..99, long format.
# Shrinkage is quantile-wise toward the dominant RS7 pool (monotone).
# Exclusions: n_candidate_trips=9730, n_pool_weight_negative=0, n_pool_over_cap=8, n_excluded_gis_invalid=1643, n_excluded_weight_negative=0, n_excluded_over_cap=0, n_excluded_no_kreis=0, n_missing_age=0, n_missing_regiostar7=0, n_missing_trip_ags=1, share_start_ags_equals_household_ags=1.0, n_persons_selected=4543
level_geo,code,source,n_persons,percentile,distance_km_euclid_raw,distance_km_euclid_shrunk
kreis,03151,srv,849,53,14.061361465428956,13.655406533451362
kreis,03151,srv,849,54,14.283846153846152,13.911826972214126
kreis,03151,srv,849,55,14.845917983353031,14.438396996878586
kreis,03151,srv,849,56,15.115789988305767,14.707448258559403
kreis,03151,srv,849,57,15.38210754886783,14.980841025522166
kreis,03151,srv,849,58,15.817044617316204,15.419830543739062
kreis,03151,srv,849,59,15.834631402374809,15.476715163646714
kreis,03151,srv,849,60,15.83596791679984,15.523113523629664
kreis,03151,srv,849,61,15.996234723821471,15.70900266387598
kreis,03151,srv,849,62,16.717819639986338,16.39243988538114
kreis,03151,srv,849,63,17.061333666394777,16.722744685409502
kreis,03151,srv,849,64,17.265240302998233,16.92712146566283
kreis,03151,srv,849,65,17.532141196299065,17.22607471602517
kreis,03151,srv,849,66,17.942135753497627,17.617313487362505
kreis,03151,srv,849,67,18.326043541506472,17.983038878563008
kreis,03151,srv,849,68,18.80650575878835,18.454129751468937
kreis,03151,srv,849,69,19.107411149233126,18.77928013483372
kreis,03151,srv,849,70,19.856837215618167,19.524815236320983
kreis,03151,srv,849,71,20.24931952246296,19.916721024613125
kreis,03151,srv,849,72,20.740647879209984,20.395827028614207
kreis,03151,srv,849,73,21.707142905347872,21.293302682820386
kreis,03151,srv,849,74,22.519252838602124,22.077773346708117
kreis,03151,srv,849,75,22.79580567973709,22.37468926016472
kreis,03151,srv,849,76,23.775931516767685,23.28271164615242
kreis,03151,srv,849,77,24.146246858712427,23.6702337835476
kreis,03151,srv,849,78,24.738462104142748,24.248875136992734
kreis,03151,srv,849,79,25.50715933925789,24.969715344600104
kreis,03151,srv,849,80,26.083312774788332,25.558442282566308
kreis,03151,srv,849,81,26.776130952925072,26.257801881206916
kreis,03151,srv,849,82,27.70623150540169,27.175725406796154
kreis,03151,srv,849,83,28.696866301302162,28.150566335761916
kreis,03151,srv,849,84,29.284554979439243,28.84356961181657
kreis,03151,srv,849,85,30.633650521843265,30.174558976925656
kreis,03151,srv,849,86,30.895731626430063,30.515959090022612
kreis,03151,srv,849,87,31.439314468577045,31.107013203550864
kreis,03151,srv,849,88,32.585922659529615,32.220609903611034
kreis,03151,srv,849,89,32.839926517097695,32.51930135968163
kreis,03151,srv,849,90,34.176855397146326,33.899269853364004
kreis,03151,srv,849,91,34.62810717673853,34.40805924091409
kreis,03151,srv,849,92,34.83453562661281,34.72050198314334
kreis,03151,srv,849,93,34.98138032719522,34.925103329636514
kreis,03151,srv,849,94,34.99102027227325,35.03677870202454
kreis,03151,srv,849,95,35.000660217351296,35.256557559580585
kreis,03151,srv,849,96,39.51777705666274,39.53240004842222
kreis,03151,srv,849,97,45.382696291977005,45.09236507770327
kreis,03151,srv,849,98,49.23737594364027,48.81458507460009
kreis,03151,srv,849,99,57.17247399032276,56.36189310170947
kreis,03153,srv,570,1,0.14939981600470348,0.17351423110733077
kreis,03153,srv,570,2,0.337470392525673,0.3468447369076547
kreis,03153,srv,570,3,0.4465076271575868,0.46132155244856954
kreis,03153,srv,570,4,0.5884277616052841,0.5969348260799495
kreis,03153,srv,570,5,0.6528371226767985,0.6723181919979191
kreis,03153,srv,570,6,0.7422382699394761,0.7668729292977524
kreis,03153,srv,570,7,0.8358871764402124,0.8616025497693567
kreis,03153,srv,570,8,0.9561993515782364,0.9871246207240615
kreis,03153,srv,570,9,1.0899113392010302,1.1146371499855519
kreis,03153,srv,570,10,1.2445171586536452,1.2566661526717688
kreis,03153,srv,570,11,1.3124256314228684,1.3239296268831466
kreis,03153,srv,570,12,1.350316399032479,1.3658151206214593
kreis,03153,srv,570,13,1.4283930993952565,1.445933652423379
kreis,03153,srv,570,14,1.5373637053395517,1.553149594702362
kreis,03153,srv,570,15,1.569461204189237,1.5982940786429274
kreis,03153,srv,570,16,1.6761823927494324,1.7073253666870742
kreis,03153,srv,570,17,1.7527510260597776,1.7872185692445957
kreis,03153,srv,570,18,1.8969971290232162,1.9267394698122469
kreis,03153,srv,570,19,1.982915800598589,2.015339598028779
kreis,03153,srv,570,20,2.086069488101223,2.11222089199902
kreis,03153,srv,570,21,2.1736954088617075,2.208164573080741
kreis,03153,srv,570,22,2.2617736766466257,2.304333975271757
kreis,03153,srv,570,23,2.417354699560999,2.4555081885447527
kreis,03153,srv,570,24,2.5492431833794336,2.5747529340067405
kreis,03153,srv,570,25,2.6194080090035428,2.666654654094741
kreis,03153,srv,570,26,2.8518593653421327,2.8877531855906193
kreis,03153,srv,570,27,2.965740896536389,3.0093458493034015
kreis,03153,srv,570,28,3.0842263082342445,3.118963186783973
kreis,03153,srv,570,29,3.2276089333084412,3.251630579480305
kreis,03153,srv,570,30,3.336226119740867,3.383732956572988
kreis,03153,srv,570,31,3.55117328946249,3.573385626174361
kreis,03153,srv,570,32,3.659593273353289,3.6818216691565393
kreis,03153,srv,570,33,3.7521678578405493,3.7762346579166532
kreis,03153,srv,570,34,3.9762052452391003,3.9801966428708644
kreis,03153,srv,570,35,4.181010021701591,4.174706727625395
kreis,03153,srv,570,36,4.385615191970961,4.377965973962318
kreis,03153,srv,570,37,4.7558224925275665,4.7167857186249025
kreis,03153,srv,570,38,4.927010497997403,4.896154007332755
kreis,03153,srv,570,39,5.093965453307826,5.080778194298243
kreis,03153,srv,570,40,5.388776515871993,5.355713734215595
kreis,03153,srv,570,41,5.484244258352711,5.456499193004632
kreis,03153,srv,570,42,5.715826200771991,5.694139304887806
kreis,03153,srv,570,43,5.887692307692308,5.866384464850301
kreis,03153,srv,570,44,6.0103021873570865,6.0031987322158935
kreis,03153,srv,570,45,6.463643645437328,6.414381765103388
kreis,03153,srv,570,46,6.688610648586957,6.631348158954936
kreis,03153,srv,570,47,6.840335269916481,6.799720530808913
kreis,03153,srv,570,48,7.134975833350713,7.085071806798265
kreis,03153,srv,570,49,7.417004471356795,7.348296796401495
kreis,03153,srv,570,50,7.577098967787808,7.5098924242351135
kreis,03153,srv,570,51,7.901329034120129,7.813842451202298
kreis,03153,srv,570,52,8.312193195125195,8.235015891790232
kreis,03153,srv,570,53,8.492012487824688,8.407984347323326
kreis,03153,srv,570,54,8.51124402686734,8.445667204862733
kreis,03153,srv,570,55,8.729323204679867,8.67168728353394
kreis,03153,srv,570,56,8.919594789695621,8.882333605070558
kreis,03153,srv,570,57,9.032627349696048,9.018747467911254
kreis,03153,srv,570,58,9.276160151950478,9.25756391472624
kreis,03153,srv,570,59,9.651218741332698,9.623047686962003
kreis,03153,srv,570,60,9.921177711640787,9.8754725703855
kreis,03153,srv,570,61,10.504562556185618,10.390259519934398
kreis,03153,srv,570,62,10.724851087365076,10.608061448068296
kreis,03153,srv,570,63,10.850163127908566,10.750316721528407
kreis,03153,srv,570,64,11.0705092075536,10.999477130749181
kreis,03153,srv,570,65,11.427137255455664,11.377019691697932
kreis,03153,srv,570,66,11.798537857201358,11.755287479291544
kreis,03153,srv,570,67,12.812103404249786,12.64208772191676
kreis,03153,srv,570,68,13.179820937887602,12.979248339991589
kreis,03153,srv,570,69,13.825359084666118,13.592039678245188
kreis,03153,srv,570,70,14.628738428667974,14.338235609896593
kreis,03153,srv,570,71,15.005545525652224,14.690680659402084
kreis,03153,srv,570,72,15.471394476389785,15.198041029251918
kreis,03153,srv,570,73,15.525376471010127,15.33410456187646
kreis,03153,srv,570,74,16.75552624224507,16.570021345654112
kreis,03153,srv,570,75,17.139663031623467,16.987445917007804
kreis,03153,srv,570,76,17.301713936167225,17.324171631812035
kreis,03153,srv,570,77,17.49814993388452,17.67667831160755
kreis,03153,srv,570,78,18.626693164412142,18.757775220214075
kreis,03153,srv,570,79,19.443478520378825,19.508019269336444
kreis,03153,srv,570,80,19.790368466742766,19.95089766896168
kreis,03153,srv,570,81,21.00108517385899,21.06563823834317
kreis,03153,srv,570,82,22.08292215892711,22.106674636580586
kreis,03153,srv,570,83,22.74152359648655,22.75595864680404
kreis,03153,srv,570,84,23.019193896870025,23.07143933484396
kreis,03153,srv,570,85,23.237987069977088,23.37420083004688
kreis,03153,srv,570,86,25.044056776790683,25.11780948541547
kreis,03153,srv,570,87,25.454928187518906,25.52325038407416
kreis,03153,srv,570,88,26.30771672946491,26.339391036889815
kreis,03153,srv,570,89,28.693289789043813,28.5018710451336
kreis,03153,srv,570,90,29.654571391654365,29.56745621856878
kreis,03153,srv,570,91,30.072489378671605,30.024812042514807
kreis,03153,srv,570,92,31.01203916606892,30.966965986427304
kreis,03153,srv,570,93,32.992976047346346,32.72724980971412
kreis,03153,srv,570,94,35.15045281123169,34.72315178839256
kreis,03153,srv,570,95,37.131578092726734,36.96976167816389
kreis,03153,srv,570,96,38.791764826520506,38.82365387571861
kreis,03153,srv,570,97,45.34426683016356,45.459719447613686
kreis,03153,srv,570,98,54.25694059341661,54.086594815170265
kreis,03153,srv,570,99,60.46342877770561,60.611473598071385
kreis,03154,srv,430,1,0.3217016191090109,0.320662932922295
kreis,03154,srv,430,2,0.32883857791610516,0.35152225596937114
kreis,03154,srv,430,3,0.4445663222922386,0.46701907975720075
kreis,03154,srv,430,4,0.6610674697996777,0.6609552011475452
kreis,03154,srv,430,5,0.8452376655316018,0.8214287869602765
kreis,03154,srv,430,6,0.8761538461538462,0.8584856252708706
kreis,03154,srv,430,7,0.9127448631183032,0.9064775013898234
kreis,03154,srv,430,8,0.9848853965951265,0.9884313643521825
kreis,03154,srv,430,9,1.0302787903808017,1.0480854169263552
kreis,03154,srv,430,10,1.110728931480652,1.1328953969793507
kreis,03154,srv,430,11,1.209034039177397,1.234173145815002
kreis,03154,srv,430,12,1.4570473178558438,1.4611805297497829
kreis,03154,srv,430,13,1.5251652082521243,1.5352677423858672
kreis,03154,srv,430,14,1.5741577148113943,1.5914499742522494
kreis,03154,srv,430,15,1.6099395435052988,1.6320438390908467
kreis,03154,srv,430,16,1.7347183392270955,1.7761719783190824
kreis,03154,srv,430,17,1.8368552776463432,1.8715159205368492
kreis,03154,srv,430,18,1.907193072790441,1.952195617697208
kreis,03154,srv,430,19,1.9963770211083691,2.0475872468365273
kreis,03154,srv,430,20,2.101329350530297,2.1515561067149442
kreis,03154,srv,430,21,2.138576482471826,2.1982938144616897
kreis,03154,srv,430,22,2.5199202972752297,2.5421307260744848
kreis,03154,srv,430,23,2.9841076056906526,2.9476528897356484
kreis,03154,srv,430,24,3.168082826806833,3.132048426837687
kreis,03154,srv,430,25,3.420698603615856,3.3585323035047194
kreis,03154,srv,430,26,4.0346153846153845,3.880104825319211
kreis,03154,srv,430,27,4.1777577591343436,4.031889466206535
kreis,03154,srv,430,28,4.573083616190591,4.3834662052109215
kreis,03154,srv,430,29,5.207579132739159,4.939290638155245
kreis,03154,srv,430,30,6.756079679040519,6.2361760068207
kreis,03154,srv,430,31,7.210963206678059,6.641188210754926
kreis,03154,srv,430,32,7.357331960058351,6.783336102882179
kreis,03154,srv,430,33,7.513851877222306,6.955469555852978
kreis,03154,srv,430,34,7.979633187802096,7.375564421397559
kreis,03154,srv,430,35,8.322356176002423,7.679254336705404
kreis,03154,srv,430,36,8.828325275381536,8.123007591587717
kreis,03154,srv,430,37,9.0373049848761,8.369647973633056
kreis,03154,srv,430,38,9.21261453967524,8.550660224932313
kreis,03154,srv,430,39,9.281247177277786,8.678100485533525
kreis,03154,srv,430,40,9.31207123891123,8.777476300769816
kreis,03154,srv,430,41,9.43530390024632,8.950948537116517
kreis,03154,srv,430,42,9.644016203715358,9.160658271886465
kreis,03154,srv,430,43,9.825734365004509,9.349317026821268
kreis,03154,srv,430,44,9.878443367572734,9.474398123834858
kreis,03154,srv,430,45,9.97117590370408,9.587589453543057
kreis,03154,srv,430,46,10.208308790338087,9.831363238411448
kreis,03154,srv,430,47,10.402815790250601,10.056484616648216
kreis,03154,srv,430,48,10.747580352113271,10.379225364717373
kreis,03154,srv,430,49,11.014451509944605,10.649498277218637
kreis,03154,srv,430,50,11.261210900102144,10.880672641404221
kreis,03154,srv,430,51,11.32399694694976,11.006891971322625
kreis,03154,srv,430,52,11.474615384615385,11.161868494884256
kreis,03154,srv,430,53,11.928696744013466,11.604197200041416
kreis,03154,srv,430,54,12.29379194425319,12.003148958574895
kreis,03154,srv,430,55,12.48908355615328,12.204076059088614
kreis,03154,srv,430,56,12.720436738875172,12.44122734908981
kreis,03154,srv,430,57,12.783995371257875,12.555711007306858
kreis,03154,srv,430,58,13.0328064726271,12.846896394597293
kreis,03154,srv,430,59,13.160985690725525,13.024574484333009
kreis,03154,srv,430,60,13.177914700329584,13.119247723968318
kreis,03154,srv,430,61,13.567743498601514,13.511641418665146
kreis,03154,srv,430,62,14.005642124259904,13.934759793037848
kreis,03154,srv,430,63,14.444462635207564,14.331945956271142
kreis,03154,srv,430,64,14.63155329224513,14.523051262894207
kreis,03154,srv,430,65,15.220638799885474,15.108739082642895
kreis,03154,srv,430,66,15.610116587657483,15.468504485811795
kreis,03154,srv,430,67,15.797258139936243,15.660214960735633
kreis,03154,srv,430,68,16.104048800220138,15.982993828353532
kreis,03154,srv,430,69,17.132848099272362,16.9178669149913
kreis,03154,srv,430,70,18.00903338757617,17.763168339370836
kreis,03154,srv,430,71,20.532483469357185,19.883516735113943
kreis,03154,srv,430,72,21.62876789269521,20.843773574650093
kreis,03154,srv,430,73,22.508062598145795,21.615937427469614
kreis,03154,srv,430,74,23.757797071699557,22.733611296006817
kreis,03154,srv,430,75,26.296765713263685,24.882170457552668
kreis,03154,srv,430,76,27.400802420253953,25.833721764475634
kreis,03154,srv,430,77,28.10385693047605,26.50480520310288
kreis,03154,srv,430,78,28.41082992199656,26.84129253782534
kreis,03154,srv,430,79,28.580009747514097,27.037897687597383
kreis,03154,srv,430,80,28.910388153413972,27.43716242703423
kreis,03154,srv,430,81,29.263297725442673,27.86591854372137
kreis,03154,srv,430,82,29.734608540091717,28.401989689062173
kreis,03154,srv,430,83,30.309197500243474,29.026797901768333
kreis,03154,srv,430,84,31.68803105306556,30.444931579034336
kreis,03154,srv,430,85,31.807721516995873,30.76416495918065
kreis,03154,srv,430,86,32.344214473855786,31.39090801764212
kreis,03154,srv,430,87,32.745384615384616,31.903948926345738
kreis,03154,srv,430,88,33.45949365363227,32.640552323864355
kreis,03154,srv,430,89,34.701727792236454,33.77634401506339
kreis,03154,srv,430,90,35.62746504737665,34.85672986610788
kreis,03154,srv,430,91,36.53868470379061,35.78418801737061
kreis,03154,srv,430,92,38.06359228918094,37.25015154595578
kreis,03154,srv,430,93,38.49531296937339,37.73153912993749
kreis,03154,srv,430,94,39.86593254527162,39.02807126703414
kreis,03154,srv,430,95,42.36983747808871,41.43762776431863
kreis,03154,srv,430,96,43.694465792250426,42.93259474625227
kreis,03154,srv,430,97,44.18675299034633,43.89254545792613
kreis,03154,srv,430,98,44.67568260401896,44.77934448938312
kreis,03154,srv,430,99,46.78026158910875,47.28965777180193
kreis,03157,srv,581,1,0.36906601288320995,0.3613025135346353
kreis,03157,srv,581,2,0.5355698359988171,0.5228667868944996
kreis,03157,srv,581,3,0.6329436157067582,0.6227559976670783
kreis,03157,srv,581,4,0.7264940911343314,0.7167992827362469
kreis,03157,srv,581,5,0.769392921867143,0.7620005117697033
kreis,03157,srv,581,6,0.9270551310327909,0.9058300421108063
kreis,03157,srv,581,7,1.2212356541550302,1.1710582961230669
kreis,03157,srv,581,8,1.3401145226365647,1.2907113659656335
kreis,03157,srv,581,9,1.4181224871067402,1.3750287167639348
kreis,03157,srv,581,10,1.6086629598845117,1.5527963282750028
kreis,03157,srv,581,11,1.9642246785076003,1.8728952549905817
kreis,03157,srv,581,12,2.048072887249143,1.96450173506773
kreis,03157,srv,581,13,2.3558139807233727,2.241701595765603
kreis,03157,srv,581,14,2.616647676401162,2.477023449300834
kreis,03157,srv,581,15,2.7047407611939973,2.5611800488466705
kreis,03157,srv,581,16,2.945152469938645,2.7996708482757935
kreis,03157,srv,581,17,3.1433931237393136,2.978512589411371
kreis,03157,srv,581,18,3.279876218297927,3.113331481513548
kreis,03157,srv,581,19,3.3713271814985624,3.209280784430874
kreis,03157,srv,581,20,3.5817315815053137,3.403434896748135
kreis,03157,srv,581,21,3.8152322318069762,3.6155033199437057
kreis,03157,srv,581,22,4.093619446086992,3.8798185832124377
kreis,03157,srv,581,23,4.2347986086781715,4.022772030477137
kreis,03157,srv,581,24,4.381820385384622,4.175547275485318
kreis,03157,srv,581,25,4.659908625409371,4.429557463532347
kreis,03157,srv,581,26,4.7784615384615385,4.548982519648635
kreis,03157,srv,581,27,4.856419596991265,4.643238423661705
kreis,03157,srv,581,28,4.926652635454711,4.727160521290781
kreis,03157,srv,581,29,5.073076923076923,4.884027464687421
kreis,03157,srv,581,30,5.368635590424811,5.1677478702854085
kreis,03157,srv,581,31,5.6255783811944315,5.4149436304001615
kreis,03157,srv,581,32,5.811579153059448,5.59183976450808
kreis,03157,srv,581,33,6.057543752046817,5.836821552622154
kreis,03157,srv,581,34,6.30397644638241,6.0799077649544575
kreis,03157,srv,581,35,6.444823661183109,6.220020836887237
kreis,03157,srv,581,36,6.933488346429956,6.662805997655263
kreis,03157,srv,581,37,7.08023562290051,6.84800173191482
kreis,03157,srv,581,38,7.328439321431531,7.089939666527888
kreis,03157,srv,581,39,7.540738680341171,7.326910637858356
kreis,03157,srv,581,40,7.902648139843532,7.6935541496699935
kreis,03157,srv,581,41,8.0286750108094,7.858270526939939
kreis,03157,srv,581,42,8.212973706824638,8.046930455458645
kreis,03157,srv,581,43,8.45441205313729,8.285000954678559
kreis,03157,srv,581,44,8.744687217841063,8.596716051603314
kreis,03157,srv,581,45,8.90374566752423,8.761957422344558
kreis,03157,srv,581,46,9.109018079584017,8.977076711822326
kreis,03157,srv,581,47,9.447812690959685,9.318509883206127
kreis,03157,srv,581,48,9.848767584921092,9.694073213995088
kreis,03157,srv,581,49,9.953778043593083,9.825499237852098
kreis,03157,srv,581,50,10.452577050384562,10.275158706569375
kreis,03157,srv,581,51,10.861213128016558,10.68237721731309
kreis,03157,srv,581,52,11.087544665008398,10.900982580431599
kreis,03157,srv,581,53,11.38545962456472,11.212682757662648
kreis,03157,srv,581,54,11.61724191906592,11.49039055358755
kreis,03157,srv,581,55,11.88440984136065,11.751389867843747
kreis,03157,srv,581,56,12.229337244693266,12.084152182772486
kreis,03157,srv,581,57,12.597607108040188,12.447310651986928
kreis,03157,srv,581,58,12.915962364142654,12.788432363397643
kreis,03157,srv,581,59,13.300824397240103,13.174125704083727
kreis,03157,srv,581,60,13.772121869022213,13.6392081915762
kreis,03157,srv,581,61,13.99780530708773,13.890991381662037
kreis,03157,srv,581,62,14.249929821388973,14.158892515573118
kreis,03157,srv,581,63,14.916406244786506,14.759536640096051
kreis,03157,srv,581,64,15.032934160964373,14.889550662538657
kreis,03157,srv,581,65,15.49753923184762,15.369790489799481
kreis,03157,srv,581,66,15.87562014200211,15.726420774288927
kreis,03157,srv,581,67,16.568413500226384,16.348518608882276
kreis,03157,srv,581,68,17.332571228035732,17.057958338357523
kreis,03157,srv,581,69,18.357965821867023,18.010753193484604
kreis,03157,srv,581,70,19.00673566421268,18.668881474473356
kreis,03157,srv,581,71,19.161461178410594,18.857716479358817
kreis,03157,srv,581,72,19.235196827111707,18.97574031902718
kreis,03157,srv,581,73,19.726637567349137,19.440758217306975
kreis,03157,srv,581,74,20.169779002843846,19.899563651549308
kreis,03157,srv,581,75,20.34212322447824,20.115586900471936
kreis,03157,srv,581,76,20.911513197034868,20.644811544699184
kreis,03157,srv,581,77,21.490582901435214,21.217205496730813
kreis,03157,srv,581,78,21.73782461418007,21.496188369203423
kreis,03157,srv,581,79,22.267842843619466,21.994564280673217
kreis,03157,srv,581,80,22.687654738967034,22.454855482672514
kreis,03157,srv,581,81,23.200583466892954,23.003315419231697
kreis,03157,srv,581,82,24.13194740932969,23.917524681033868
kreis,03157,srv,581,83,25.301507576727733,25.038801563746457
kreis,03157,srv,581,84,26.78991500833516,26.541704851560553
kreis,03157,srv,581,85,27.94578180676755,27.700714252260596
kreis,03157,srv,581,86,29.224212854132677,28.940435673778886
kreis,03157,srv,581,87,29.93984741891961,29.69695873236439
kreis,03157,srv,581,88,31.523868170501924,31.170745767471143
kreis,03157,srv,581,89,33.49863970360651,32.955108729981355
kreis,03157,srv,581,90,33.89269634957903,33.54759682492016
kreis,03157,srv,581,91,34.02781799880651,33.80932082802209
kreis,03157,srv,581,92,34.61479871426961,34.48815519530015
kreis,03157,srv,581,93,35.522239203593564,35.36439374350098
kreis,03157,srv,581,94,38.02531112040535,37.643513271684
kreis,03157,srv,581,95,39.083033130534794,38.840168646624726
kreis,03157,srv,581,96,41.723266052312894,41.41978340857535
kreis,03157,srv,581,97,43.058239407137094,42.9949815013195
kreis,03157,srv,581,98,45.476485825240125,45.439570226298706
kreis,03157,srv,581,99,49.77086935293165,49.728166269884795
kreis,03158,srv,454,1,0.26640386540637984,0.27539172044483406
kreis,03158,srv,454,2,0.4097422538700698,0.41683969389323683
kreis,03158,srv,454,3,0.5596273140012742,0.5603382567549319
kreis,03158,srv,454,4,0.6449153933163582,0.6477235255595023
kreis,03158,srv,454,5,0.6848634363138544,0.6910344061314939
kreis,03158,srv,454,6,0.7252417374889601,0.7355793797245405
kreis,03158,srv,454,7,0.8545955748567444,0.859095984802704
kreis,03158,srv,454,8,0.9239752281340398,0.9383621952050656
kreis,03158,srv,454,9,1.044977205005249,1.0593592819126474
kreis,03158,srv,454,10,1.1763216182210543,1.1856879684742494
kreis,03158,srv,454,11,1.212526657921899,1.2359462691917193
kreis,03158,srv,454,12,1.274211097315847,1.3111681809941635
kreis,03158,srv,454,13,1.4718686074700644,1.4911538117463996
kreis,03158,srv,454,14,1.6843870032614958,1.681033156074931
kreis,03158,srv,454,15,1.922663228424471,1.8873616186201807
kreis,03158,srv,454,16,2.0423162539531603,2.0264509782241826
kreis,03158,srv,454,17,2.165309734522341,2.1391810252161467
kreis,03158,srv,454,18,2.242361564699621,2.2249148130925245
kreis,03158,srv,454,19,2.2968850976410486,2.291633494721655
kreis,03158,srv,454,20,2.366784893865229,2.36691959863846
kreis,03158,srv,454,21,2.433174332855715,2.4371281251232944
kreis,03158,srv,454,22,2.4644173755886314,2.495684197668532
kreis,03158,srv,454,23,2.6689517220091017,2.690963615352067
kreis,03158,srv,454,24,2.7474465323117028,2.7889003183511716
kreis,03158,srv,454,25,2.9802327275116682,3.0002660281461746
kreis,03158,srv,454,26,3.072463186425731,3.098319907349907
kreis,03158,srv,454,27,3.191145216236849,3.2296850339949925
kreis,03158,srv,454,28,3.3760112095529933,3.410686322990782
kreis,03158,srv,454,29,3.4607110887907204,3.5193643419773073
kreis,03158,srv,454,30,3.7815147134583347,3.8210590280462675
kreis,03158,srv,454,31,3.9042216284711446,3.956014787282392
kreis,03158,srv,454,32,4.460194183335528,4.434013629849806
kreis,03158,srv,454,33,4.731568249520479,4.699593037326325
kreis,03158,srv,454,34,5.209511458143345,5.131633708633363
kreis,03158,srv,454,35,5.641597488421527,5.510247116455227
kreis,03158,srv,454,36,6.007397899557553,5.8418281616002865
kreis,03158,srv,454,37,6.720183557238158,6.499703280712853
kreis,03158,srv,454,38,7.022477634906622,6.784531612637869
kreis,03158,srv,454,39,7.505065090259313,7.2486579820957555
kreis,03158,srv,454,40,8.009806234341509,7.7334365290022
kreis,03158,srv,454,41,8.32115426552939,8.058891848585164
kreis,03158,srv,454,42,8.49648736368038,8.241204295330533
kreis,03158,srv,454,43,8.69357061758838,8.442153984925014
kreis,03158,srv,454,44,8.9224149071927,8.708441742674522
kreis,03158,srv,454,45,8.972000296955352,8.785387918055589
kreis,03158,srv,454,46,9.226985853922919,9.043504177244937
kreis,03158,srv,454,47,9.232374670267191,9.112317973496571
kreis,03158,srv,454,48,9.31916718094665,9.224606122818194
kreis,03158,srv,454,49,9.515556273438515,9.436971996012245
kreis,03158,srv,454,50,9.745418745155707,9.654974590615534
kreis,03158,srv,454,51,9.788052387074861,9.761931121560616
kreis,03158,srv,454,52,9.907139189959077,9.890878843222854
kreis,03158,srv,454,53,10.156614105158987,10.16604281559267
kreis,03158,srv,454,54,10.541440043301995,10.579697096886152
kreis,03158,srv,454,55,10.935490710111338,10.943262029894589
kreis,03158,srv,454,56,11.083383159340771,11.111766519209361
kreis,03158,srv,454,57,11.128461538461538,11.208899571648534
kreis,03158,srv,454,58,11.14318970911311,11.306419555675568
kreis,03158,srv,454,59,11.460604944493149,11.637031181379797
kreis,03158,srv,454,60,11.53252087831079,11.773397926560623
kreis,03158,srv,454,61,11.760154008167119,12.032762034660195
kreis,03158,srv,454,62,12.073433811731952,12.354396258853082
kreis,03158,srv,454,63,12.204310880552677,12.501028092879725
kreis,03158,srv,454,64,12.537197231695096,12.811438261476711
kreis,03158,srv,454,65,12.757275594263918,13.094873916328154
kreis,03158,srv,454,66,12.994824542885654,13.331421637649136
kreis,03158,srv,454,67,13.164320629557368,13.508473817394126
kreis,03158,srv,454,68,13.397683687720646,13.770386532775968
kreis,03158,srv,454,69,13.692741801312737,14.10803169684884
kreis,03158,srv,454,70,14.16079882771252,14.620212149801938
kreis,03158,srv,454,71,14.208614351311633,14.729254320004118
kreis,03158,srv,454,72,14.430469902659718,14.978814325835959
kreis,03158,srv,454,73,14.908271077619037,15.426597452337989
kreis,03158,srv,454,74,15.087900994867335,15.673047468813309
kreis,03158,srv,454,75,15.51123324672447,16.104767111574798
