# Source: SrV 2023 Braunschweig + Regionalverband Grossraum Braunschweig scientific-use
#   microdata (local-only, see srv2023_raw/README.md), generated by
#   scripts/extract_srv_work_participation.py on 2026-09-04.
# Code state: eqasim-bs 12838e34, module braunschweig/calibration/srv_work_participation.py.
# Table: srv2023_work_participation_by_kreis.csv
# Reference for validation of the commute-day-state model (spec 2026-09-04) and issue
#   #244; NOT a control target.
# Universe: persons with V_WOHNUNG_HO in (1, 2) (employed persons asked the home-office
#   question on the reporting day; -8 not asked/not employed and -10 no answer are
#   excluded), MITTL_WERKTAG == 1 (average weekday) and a valid, non-negative
#   GEWICHT_P_ZENSUS weight -- see the run log below for exact exclusion counts.
# Definitions: share_home_office_day = weighted share with V_WOHNUNG_HO == 1 (worked the
#   whole reporting day from home); share_work_trip = weighted share with
#   V_WOHNUNG_HO != 1 AND at least one trip with V_ZWECK == 1 ("Arbeit", own workplace);
#   share_neither = the remainder. The three shares sum to 1.0 for n_persons > 0.
# Priority rule: a person could in principle satisfy BOTH V_WOHNUNG_HO == 1 and have a
#   work trip; share_home_office_day takes priority in that case (see the module
#   docstring). The exact count of persons hitting both conditions in THIS run is in the
#   run log ('... report BOTH a full home-office day ... AND a work trip'), not hardcoded
#   here to avoid this header going stale on a future re-extraction.
# Weight: GEWICHT_P_ZENSUS (population expansion to Zensus 2022 counts).
# Kreis: first 5 digits of the household AGS.
# Wolfsburg (03103) is NOT surveyed by SrV: its row is emitted with n_persons=0 and NaN
#   shares (never dropped or backfilled) -- the stage comparing this table to the model
#   compares 7 Kreise + zgb, not 8 Kreise + zgb.
# Coverage caveat: stratified PSU design over ~44 selected municipalities; per-Kreis rows
#   represent the covered municipalities (ASSUMPTION-grade for the full Kreis).
# zgb row (n_persons=8016): share_home_office_day=0.1418, share_work_trip=0.6511, share_neither=0.2071.
# Rows: 8 kreis rows (one per ZGB Kreis code) + 1 zgb row = 9 total.
level,code,n_persons,share_home_office_day,share_work_trip,share_neither
kreis,03101,2268,0.1781074898,0.6275275302,0.19436498
kreis,03102,663,0.05934990208,0.7138834791,0.2267666188
kreis,03103,0,,,
kreis,03151,1521,0.1787013602,0.6441429156,0.1771557242
kreis,03153,935,0.07836139891,0.6923515291,0.229287072
kreis,03154,754,0.1211166383,0.6670583375,0.2118250242
kreis,03157,1067,0.1469785561,0.6118816927,0.2411397512
kreis,03158,808,0.1501351788,0.6603275151,0.1895373061
zgb,zgb,8016,0.1417722931,0.6511223931,0.2071053138
