code,n_workers,n_workers_not_employed,share_at_workplace,share_home,share_absent,share_no_workplace,n_employed,share_employed_no_work_trip,srv_share_home_office_day,srv_share_work_trip,srv_share_neither,delta_no_work_trip_pp
03101,63631,9123,0.4929471312515867,0.005410637217567911,0.006457857324193958,0.49518437420665146,126048,0.5069735338918507,0.1781074898,0.6275275302,0.19436498,13.450106409185075
03102,23124,3737,0.5001099336001056,0.004375357284200343,0.003935622883778198,0.49157908623191593,45482,0.49980211951981,0.05934990208,0.7138834791,0.2267666188,21.368559863981
03103,29119,4792,0.5104023674968357,0.0025136826341967803,0.006203982671634607,0.480879967197333,56093,0.48954414989392614,,,,
03151,41077,5101,0.4599769717904433,0.009925158318940702,0.0030627518710420265,0.5270351180195739,86850,0.5397927461139896,0.1787013602,0.6441429156,0.1771557242,18.393566171398966
03153,29586,4450,0.47596040537355644,0.015049998316554998,0.007053634557758998,0.5019359617521295,59402,0.5236355678259992,0.07836139891,0.6923515291,0.229287072,21.598709691599915
03154,20650,2943,0.473528995423017,0.009838154107488322,0.0038220167036285566,0.5128108337658661,42386,0.5262350776199689,0.1211166383,0.6670583375,0.2118250242,19.32934151199689
03157,31249,3992,0.4555641363436757,0.012522903132997169,0.005103045170278169,0.526809915353049,66039,0.5439815866381986,0.1469785561,0.6118816927,0.2411397512,15.586327933819867
03158,28758,3567,0.48301075268817206,0.007483870967741935,0.004266666666666667,0.5052387096774194,58125,0.5167999999999999,0.1501351788,0.6603275151,0.1895373061,17.71275150999999
zgb,267194,37705,0.481036221492344,0.008247212841744922,0.005131146782624786,0.5055854188832863,540425,0.5187565342091872,0.1417722931,0.6511223931,0.2071053138,16.98789273091872
