# VRB Preisstufenmatrix, official PDF printed 'Stand 01.01.2022', 48 zones, directional cells.
# Source: https://www.vrb-online.de/de/service/downloads?file=files/media/service/downloads/tarifinformationen/vrb-preisstufenmatrix.pdf&cid=658
# Source PDF SHA-256: 175c58b14f2c9e94029644fa7a8a0a036af8fa438c5cb6bc4145409b99efa7e6 (publisher Verkehrsverbund Region Braunschweig GmbH).
# Parsed on the parked branch codex/regional-pt-fares by scripts/export_vrb_price_stage_matrix.py (commit 238359cd).
# ASSUMPTION (ADR-0133): the 2022 matrix is applied to the 2026 scenario; VRB still publishes 48 zones in 2026 and
# three current-selector spot checks (40-70 = 2, 40-20 = 3, 40-40 = ST) agreed on 2026-09-23. price_stage: ST = city tariff,
# 1..4 = Preisstufe, '-' = undefined in the source (status undefined). Zones 55/56 = Haemelerwald/Dedenhausen stations.
origin_zone,destination_zone,price_stage,status
70,10,4,defined
70,11,4,defined
70,12,4,defined
70,13,4,defined
70,14,4,defined
70,15,4,defined
70,16,3,defined
70,17,4,defined
70,20,4,defined
70,30,4,defined
70,31,4,defined
70,32,4,defined
70,33,4,defined
70,34,3,defined
70,35,4,defined
70,36,3,defined
70,37,4,defined
70,38,4,defined
70,40,2,defined
70,50,4,defined
70,51,4,defined
70,52,3,defined
70,53,3,defined
70,54,4,defined
70,55,4,defined
70,56,4,defined
70,60,2,defined
70,70,1,defined
70,71,3,defined
70,72,2,defined
70,73,3,defined
70,74,2,defined
70,75,2,defined
70,76,3,defined
70,77,2,defined
70,78,3,defined
70,79,3,defined
70,80,4,defined
70,81,4,defined
70,82,3,defined
70,83,3,defined
70,84,4,defined
70,85,4,defined
70,86,4,defined
70,87,4,defined
70,88,4,defined
70,89,4,defined
70,90,4,defined
71,10,4,defined
71,11,4,defined
71,12,4,defined
71,13,4,defined
71,14,4,defined
71,15,4,defined
71,16,3,defined
71,17,4,defined
71,20,3,defined
71,30,4,defined
71,31,3,defined
71,32,3,defined
71,33,3,defined
71,34,2,defined
71,35,2,defined
71,36,2,defined
71,37,3,defined
71,38,3,defined
71,40,2,defined
71,50,4,defined
71,51,4,defined
71,52,3,defined
71,53,3,defined
71,54,4,defined
71,55,4,defined
71,56,4,defined
71,60,3,defined
71,70,3,defined
71,71,1,defined
71,72,2,defined
71,73,3,defined
71,74,3,defined
71,75,4,defined
71,76,4,defined
71,77,4,defined
71,78,4,defined
71,79,4,defined
71,80,4,defined
71,81,4,defined
71,82,4,defined
71,83,4,defined
71,84,4,defined
71,85,4,defined
71,86,4,defined
71,87,4,defined
71,88,4,defined
71,89,4,defined
71,90,4,defined
72,10,4,defined
72,11,4,defined
72,12,4,defined
72,13,4,defined
72,14,4,defined
72,15,4,defined
72,16,3,defined
72,17,4,defined
72,20,4,defined
72,30,4,defined
72,31,3,defined
72,32,3,defined
72,33,3,defined
72,34,2,defined
72,35,3,defined
72,36,3,defined
72,37,4,defined
72,38,4,defined
72,40,2,defined
72,50,4,defined
72,51,4,defined
72,52,3,defined
72,53,3,defined
72,54,4,defined
72,55,4,defined
72,56,4,defined
72,60,3,defined
72,70,2,defined
72,71,2,defined
72,72,1,defined
72,73,2,defined
72,74,2,defined
72,75,3,defined
72,76,4,defined
72,77,3,defined
72,78,4,defined
72,79,4,defined
72,80,4,defined
72,81,4,defined
72,82,4,defined
72,83,4,defined
72,84,4,defined
72,85,4,defined
72,86,4,defined
72,87,4,defined
72,88,4,defined
72,89,4,defined
72,90,4,defined
73,10,4,defined
73,11,4,defined
73,12,4,defined
73,13,4,defined
73,14,4,defined
73,15,4,defined
73,16,4,defined
73,17,4,defined
73,20,4,defined
73,30,4,defined
73,31,3,defined
73,32,3,defined
73,33,2,defined
73,34,2,defined
73,35,3,defined
73,36,4,defined
73,37,4,defined
73,38,4,defined
73,40,3,defined
73,50,4,defined
73,51,4,defined
73,52,4,defined
73,53,4,defined
73,54,4,defined
73,55,4,defined
73,56,4,defined
73,60,4,defined
73,70,3,defined
73,71,3,defined
73,72,2,defined
73,73,1,defined
73,74,2,defined
73,75,3,defined
73,76,4,defined
73,77,4,defined
73,78,4,defined
73,79,4,defined
73,80,4,defined
73,81,4,defined
73,82,4,defined
73,83,4,defined
73,84,4,defined
73,85,4,defined
73,86,4,defined
73,87,4,defined
73,88,4,defined
73,89,4,defined
73,90,4,defined
74,10,4,defined
74,11,4,defined
74,12,4,defined
74,13,4,defined
74,14,4,defined
74,15,4,defined
74,16,4,defined
74,17,4,defined
74,20,4,defined
74,30,4,defined
74,31,4,defined
74,32,4,defined
74,33,3,defined
74,34,3,defined
74,35,4,defined
74,36,4,defined
74,37,4,defined
74,38,4,defined
74,40,3,defined
74,50,4,defined
74,51,4,defined
74,52,4,defined
74,53,4,defined
74,54,4,defined
74,55,4,defined
74,56,4,defined
74,60,3,defined
74,70,2,defined
74,71,3,defined
74,72,2,defined
74,73,2,defined
74,74,1,defined
74,75,2,defined
74,76,3,defined
74,77,3,defined
74,78,4,defined
74,79,4,defined
74,80,4,defined
74,81,4,defined
74,82,4,defined
74,83,4,defined
74,84,4,defined
74,85,4,defined
74,86,4,defined
74,87,4,defined
74,88,4,defined
74,89,4,defined
74,90,4,defined
75,10,4,defined
75,11,4,defined
75,12,4,defined
75,13,4,defined
75,14,4,defined
75,15,4,defined
75,16,4,defined
75,17,4,defined
75,20,4,defined
75,30,4,defined
75,31,4,defined
75,32,4,defined
75,33,4,defined
75,34,4,defined
75,35,4,defined
75,36,4,defined
75,37,4,defined
75,38,4,defined
75,40,3,defined
75,50,4,defined
75,51,4,defined
75,52,4,defined
75,53,4,defined
75,54,4,defined
75,55,4,defined
75,56,4,defined
75,60,3,defined
75,70,2,defined
75,71,4,defined
75,72,3,defined
75,73,3,defined
75,74,2,defined
75,75,1,defined
75,76,2,defined
75,77,3,defined
75,78,4,defined
75,79,4,defined
75,80,4,defined
75,81,3,defined
75,82,3,defined
75,83,4,defined
75,84,4,defined
75,85,4,defined
75,86,4,defined
75,87,4,defined
75,88,4,defined
75,89,4,defined
75,90,4,defined
76,10,4,defined
76,11,4,defined
76,12,4,defined
76,13,4,defined
76,14,4,defined
76,15,4,defined
76,16,4,defined
76,17,4,defined
76,20,4,defined
76,30,4,defined
76,31,4,defined
76,32,4,defined
76,33,4,defined
76,34,4,defined
76,35,4,defined
76,36,4,defined
76,37,4,defined
76,38,4,defined
76,40,4,defined
76,50,4,defined
76,51,4,defined
76,52,4,defined
76,53,4,defined
76,54,4,defined
76,55,4,defined
76,56,4,defined
76,60,3,defined
76,70,3,defined
76,71,4,defined
76,72,4,defined
76,73,4,defined
76,74,3,defined
76,75,2,defined
76,76,1,defined
76,77,3,defined
76,78,4,defined
76,79,4,defined
76,80,3,defined
76,81,2,defined
76,82,2,defined
76,83,3,defined
76,84,4,defined
76,85,3,defined
76,86,4,defined
76,87,4,defined
76,88,4,defined
76,89,4,defined
76,90,3,defined
77,10,4,defined
77,11,4,defined
77,12,4,defined
77,13,4,defined
77,14,4,defined
77,15,4,defined
77,16,4,defined
77,17,4,defined
77,20,4,defined
77,30,4,defined
77,31,4,defined
77,32,4,defined
77,33,4,defined
77,34,4,defined
77,35,4,defined
77,36,4,defined
77,37,4,defined
77,38,4,defined
77,40,3,defined
77,50,4,defined
77,51,4,defined
77,52,4,defined
77,53,3,defined
77,54,4,defined
77,55,4,defined
77,56,4,defined
77,60,2,defined
77,70,2,defined
77,71,4,defined
77,72,3,defined
77,73,4,defined
77,74,3,defined
77,75,3,defined
77,76,3,defined
77,77,1,defined
77,78,3,defined
77,79,3,defined
77,80,4,defined
77,81,4,defined
77,82,3,defined
77,83,3,defined
77,84,4,defined
77,85,4,defined
77,86,4,defined
77,87,4,defined
77,88,4,defined
77,89,4,defined
77,90,4,defined
78,10,4,defined
78,11,4,defined
78,12,4,defined
78,13,4,defined
78,14,4,defined
78,15,4,defined
78,16,4,defined
78,17,4,defined
78,20,4,defined
78,30,4,defined
78,31,4,defined
78,32,4,defined
78,33,4,defined
78,34,4,defined
78,35,4,defined
78,36,4,defined
78,37,4,defined
78,38,4,defined
78,40,3,defined
78,50,4,defined
78,51,4,defined
78,52,4,defined
78,53,3,defined
78,54,4,defined
78,55,4,defined
78,56,4,defined
78,60,2,defined
78,70,3,defined
78,71,4,defined
78,72,4,defined
78,73,4,defined
78,74,4,defined
78,75,4,defined
78,76,4,defined
78,77,3,defined
78,78,1,defined
78,79,1,defined
78,80,4,defined
78,81,4,defined
78,82,3,defined
78,83,2,defined
78,84,3,defined
78,85,3,defined
78,86,4,defined
78,87,4,defined
78,88,4,defined
78,89,4,defined
78,90,4,defined
79,10,4,defined
79,11,4,defined
79,12,4,defined
79,13,4,defined
79,14,4,defined
79,15,4,defined
79,16,4,defined
79,17,4,defined
79,20,4,defined
79,30,4,defined
79,31,4,defined
79,32,4,defined
79,33,4,defined
79,34,4,defined
79,35,4,defined
79,36,4,defined
79,37,4,defined
79,38,4,defined
79,40,3,defined
79,50,4,defined
79,51,4,defined
79,52,4,defined
79,53,3,defined
79,54,4,defined
79,55,4,defined
79,56,4,defined
79,60,1,defined
79,70,3,defined
79,71,4,defined
79,72,4,defined
79,73,4,defined
79,74,4,defined
79,75,4,defined
79,76,4,defined
79,77,3,defined
79,78,1,defined
79,79,1,defined
79,80,4,defined
79,81,4,defined
79,82,3,defined
79,83,2,defined
79,84,3,defined
79,85,3,defined
79,86,4,defined
79,87,4,defined
79,88,4,defined
79,89,4,defined
79,90,4,defined
80,10,4,defined
80,11,4,defined
80,12,4,defined
80,13,4,defined
80,14,4,defined
80,15,4,defined
80,16,4,defined
80,17,4,defined
80,20,4,defined
80,30,4,defined
80,31,4,defined
80,32,4,defined
80,33,4,defined
80,34,4,defined
80,35,4,defined
80,36,4,defined
80,37,4,defined
80,38,4,defined
80,40,4,defined
80,50,4,defined
80,51,4,defined
80,52,4,defined
80,53,4,defined
80,54,4,defined
80,55,4,defined
80,56,4,defined
80,60,3,defined
80,70,4,defined
80,71,4,defined
80,72,4,defined
80,73,4,defined
80,74,4,defined
80,75,4,defined
80,76,3,defined
80,77,4,defined
80,78,4,defined
80,79,4,defined
80,80,ST,defined
80,81,2,defined
80,82,2,defined
80,83,3,defined
80,84,3,defined
80,85,2,defined
80,86,2,defined
80,87,2,defined
80,88,3,defined
80,89,2,defined
80,90,2,defined
81,10,4,defined
81,11,4,defined
81,12,4,defined
81,13,4,defined
81,14,4,defined
81,15,4,defined
81,16,4,defined
81,17,4,defined
81,20,4,defined
81,30,4,defined
81,31,4,defined
81,32,4,defined
81,33,4,defined
81,34,4,defined
81,35,4,defined
81,36,4,defined
81,37,4,defined
81,38,4,defined
81,40,4,defined
81,50,4,defined
81,51,4,defined
81,52,4,defined
81,53,4,defined
81,54,4,defined
81,55,4,defined
81,56,4,defined
81,60,3,defined
81,70,4,defined
81,71,4,defined
81,72,4,defined
81,73,4,defined
81,74,4,defined
81,75,3,defined
81,76,2,defined
81,77,4,defined
81,78,4,defined
81,79,4,defined
81,80,2,defined
81,81,1,defined
81,82,2,defined
81,83,3,defined
81,84,4,defined
81,85,3,defined
81,86,3,defined
81,87,3,defined
81,88,4,defined
81,89,3,defined
81,90,2,defined
82,10,4,defined
82,11,4,defined
82,12,4,defined
82,13,4,defined
82,14,4,defined
82,15,4,defined
82,16,4,defined
82,17,4,defined
82,20,4,defined
82,30,4,defined
82,31,4,defined
82,32,4,defined
82,33,4,defined
82,34,4,defined
82,35,4,defined
82,36,4,defined
82,37,4,defined
82,38,4,defined
82,40,3,defined
82,50,4,defined
82,51,4,defined
82,52,4,defined
82,53,3,defined
82,54,4,defined
82,55,4,defined
82,56,4,defined
82,60,2,defined
82,70,3,defined
82,71,4,defined
82,72,4,defined
82,73,4,defined
82,74,4,defined
82,75,3,defined
82,76,2,defined
82,77,3,defined
82,78,3,defined
82,79,3,defined
82,80,2,defined
82,81,2,defined
82,82,1,defined
82,83,2,defined
82,84,3,defined
82,85,2,defined
82,86,3,defined
82,87,3,defined
82,88,4,defined
82,89,3,defined
82,90,3,defined
83,10,4,defined
83,11,4,defined
83,12,4,defined
83,13,4,defined
83,14,4,defined
83,15,4,defined
83,16,4,defined
83,17,4,defined
83,20,4,defined
83,30,4,defined
83,31,4,defined
83,32,4,defined
83,33,4,defined
83,34,4,defined
83,35,4,defined
83,36,4,defined
83,37,4,defined
83,38,4,defined
83,40,3,defined
83,50,4,defined
83,51,4,defined
83,52,4,defined
83,53,3,defined
83,54,4,defined
83,55,4,defined
83,56,4,defined
83,60,2,defined
83,70,3,defined
83,71,4,defined
83,72,4,defined
83,73,4,defined
83,74,4,defined
83,75,4,defined
83,76,3,defined
83,77,3,defined
83,78,2,defined
83,79,2,defined
83,80,3,defined
83,81,3,defined
83,82,2,defined
83,83,1,defined
83,84,2,defined
83,85,2,defined
83,86,3,defined
83,87,3,defined
83,88,4,defined
83,89,4,defined
83,90,4,defined
84,10,4,defined
84,11,4,defined
84,12,4,defined
84,13,4,defined
84,14,4,defined
84,15,4,defined
84,16,4,defined
84,17,4,defined
84,20,4,defined
84,30,4,defined
84,31,4,defined
84,32,4,defined
84,33,4,defined
84,34,4,defined
84,35,4,defined
84,36,4,defined
84,37,4,defined
84,38,4,defined
84,40,4,defined
84,50,4,defined
84,51,4,defined
84,52,4,defined
84,53,4,defined
84,54,4,defined
84,55,4,defined
84,56,4,defined
84,60,3,defined
84,70,4,defined
84,71,4,defined
84,72,4,defined
84,73,4,defined
84,74,4,defined
84,75,4,defined
84,76,4,defined
84,77,4,defined
84,78,3,defined
84,79,3,defined
84,80,3,defined
84,81,4,defined
84,82,3,defined
84,83,2,defined
84,84,1,defined
84,85,2,defined
84,86,3,defined
84,87,3,defined
84,88,4,defined
84,89,4,defined
84,90,4,defined
85,10,4,defined
85,11,4,defined
85,12,4,defined
85,13,4,defined
85,14,4,defined
85,15,4,defined
85,16,4,defined
85,17,4,defined
85,20,4,defined
85,30,4,defined
85,31,4,defined
85,32,4,defined
85,33,4,defined
85,34,4,defined
85,35,4,defined
85,36,4,defined
85,37,4,defined
85,38,4,defined
85,40,4,defined
85,50,4,defined
85,51,4,defined
85,52,4,defined
85,53,4,defined
85,54,4,defined
85,55,4,defined
85,56,4,defined
85,60,3,defined
85,70,4,defined
85,71,4,defined
85,72,4,defined
85,73,4,defined
85,74,4,defined
85,75,4,defined
85,76,3,defined
85,77,4,defined
85,78,3,defined
85,79,3,defined
85,80,2,defined
85,81,3,defined
85,82,2,defined
85,83,2,defined
85,84,2,defined
85,85,1,defined
85,86,2,defined
85,87,2,defined
85,88,3,defined
85,89,3,defined
85,90,3,defined
86,10,4,defined
86,11,4,defined
86,12,4,defined
86,13,4,defined
86,14,4,defined
86,15,4,defined
86,16,4,defined
86,17,4,defined
86,20,4,defined
86,30,4,defined
86,31,4,defined
86,32,4,defined
86,33,4,defined
86,34,4,defined
86,35,4,defined
86,36,4,defined
86,37,4,defined
86,38,4,defined
86,40,4,defined
86,50,4,defined
86,51,4,defined
86,52,4,defined
86,53,4,defined
86,54,4,defined
86,55,4,defined
86,56,4,defined
86,60,4,defined
86,70,4,defined
86,71,4,defined
86,72,4,defined
86,73,4,defined
86,74,4,defined
86,75,4,defined
86,76,4,defined
86,77,4,defined
86,78,4,defined
86,79,4,defined
86,80,2,defined
86,81,3,defined
86,82,3,defined
86,83,3,defined
86,84,3,defined
86,85,2,defined
86,86,1,defined
86,87,2,defined
86,88,3,defined
86,89,3,defined
86,90,3,defined
87,10,4,defined
87,11,4,defined
87,12,4,defined
87,13,4,defined
87,14,4,defined
87,15,4,defined
87,16,4,defined
87,17,4,defined
87,20,4,defined
87,30,4,defined
87,31,4,defined
87,32,4,defined
87,33,4,defined
87,34,4,defined
87,35,4,defined
87,36,4,defined
87,37,4,defined
87,38,4,defined
87,40,4,defined
87,50,4,defined
87,51,4,defined
87,52,4,defined
87,53,4,defined
87,54,4,defined
87,55,4,defined
87,56,4,defined
87,60,4,defined
87,70,4,defined
87,71,4,defined
87,72,4,defined
87,73,4,defined
87,74,4,defined
87,75,4,defined
87,76,4,defined
87,77,4,defined
87,78,4,defined
87,79,4,defined
87,80,2,defined
87,81,3,defined
87,82,3,defined
87,83,3,defined
87,84,3,defined
87,85,2,defined
87,86,2,defined
87,87,1,defined
87,88,2,defined
87,89,2,defined
87,90,3,defined
88,10,4,defined
88,11,4,defined
88,12,4,defined
88,13,4,defined
88,14,4,defined
88,15,4,defined
88,16,4,defined
88,17,4,defined
88,20,4,defined
88,30,4,defined
88,31,4,defined
88,32,4,defined
88,33,4,defined
88,34,4,defined
88,35,4,defined
88,36,4,defined
88,37,4,defined
88,38,4,defined
88,40,4,defined
88,50,4,defined
88,51,4,defined
88,52,4,defined
88,53,4,defined
88,54,4,defined
88,55,4,defined
88,56,4,defined
88,60,4,defined
88,70,4,defined
88,71,4,defined
88,72,4,defined
88,73,4,defined
88,74,4,defined
88,75,4,defined
88,76,4,defined
88,77,4,defined
88,78,4,defined
88,79,4,defined
88,80,3,defined
88,81,4,defined
88,82,4,defined
88,83,4,defined
88,84,4,defined
88,85,3,defined
88,86,3,defined
88,87,2,defined
88,88,1,defined
88,89,2,defined
88,90,3,defined
89,10,4,defined
89,11,4,defined
89,12,4,defined
89,13,4,defined
89,14,4,defined
89,15,4,defined
89,16,4,defined
89,17,4,defined
89,20,4,defined
89,30,4,defined
89,31,4,defined
89,32,4,defined
89,33,4,defined
89,34,4,defined
89,35,4,defined
89,36,4,defined
89,37,4,defined
89,38,4,defined
89,40,4,defined
89,50,4,defined
89,51,4,defined
89,52,4,defined
89,53,4,defined
89,54,4,defined
89,55,4,defined
89,56,4,defined
89,60,4,defined
89,70,4,defined
89,71,4,defined
89,72,4,defined
89,73,4,defined
89,74,4,defined
89,75,4,defined
89,76,4,defined
89,77,4,defined
89,78,4,defined
89,79,4,defined
89,80,2,defined
89,81,3,defined
89,82,3,defined
89,83,4,defined
89,84,4,defined
89,85,3,defined
89,86,3,defined
89,87,2,defined
89,88,2,defined
89,89,1,defined
89,90,2,defined
90,10,4,defined
90,11,4,defined
90,12,4,defined
90,13,4,defined
90,14,4,defined
90,15,4,defined
90,16,4,defined
90,17,4,defined
90,20,4,defined
90,30,4,defined
90,31,4,defined
90,32,4,defined
90,33,4,defined
90,34,4,defined
90,35,4,defined
90,36,4,defined
90,37,4,defined
90,38,4,defined
90,40,4,defined
90,50,4,defined
90,51,4,defined
90,52,4,defined
90,53,4,defined
90,54,4,defined
90,55,4,defined
90,56,4,defined
90,60,4,defined
90,70,4,defined
90,71,4,defined
90,72,4,defined
90,73,4,defined
90,74,4,defined
90,75,4,defined
90,76,3,defined
90,77,4,defined
90,78,4,defined
90,79,4,defined
90,80,2,defined
90,81,2,defined
90,82,3,defined
90,83,4,defined
90,84,4,defined
90,85,3,defined
90,86,3,defined
90,87,3,defined
90,88,3,defined
90,89,2,defined
90,90,1,defined
