code,n_workers,n_workers_not_employed,share_at_workplace,share_home,share_absent,share_no_workplace,n_employed,share_employed_no_work_trip,srv_share_home_office_day,srv_share_work_trip,srv_share_neither,delta_no_work_trip_pp,n_absent_general
03101,84897,6025,0.669297757116454,0.008038546282172345,0.007852917201359128,0.3148107794000145,123903,0.3304924013139311,0.1781074898,0.6275275302,0.19436498,-4.198006848606889,0
03102,34429,1287,0.7387347878522091,0.008003508387238241,0.008200855169389322,0.24506084859116326,45605,0.26106786536563975,0.05934990208,0.7138834791,0.2267666188,-2.5048655514360254,0
03103,37770,2849,0.6886348852337143,0.004051668060589164,0.009292816652727442,0.2980206300529691,53805,0.3113465291329802,,,,,0
03151,58500,2139,0.6490204156367299,0.015277396319692393,0.005161127895266868,0.3305410601483109,87384,0.3505790533736153,0.1787013602,0.6441429156,0.1771557242,-0.5278031026384689,0
03153,42791,1131,0.692339107647279,0.023653132763843038,0.01216689922744444,0.27184086036143346,58766,0.30716740972671275,0.07836139891,0.6923515291,0.229287072,-0.04810611832872791,0
03154,28558,1188,0.6566120322572971,0.015938340033779766,0.006803530223374646,0.32064609748554845,42037,0.3428646192639817,0.1211166383,0.6670583375,0.2118250242,0.9922956763981694,0
03157,43629,2036,0.6359416849281714,0.020331141952763573,0.007669831994156318,0.3360573411249087,65712,0.36352568785001216,0.1469785561,0.6118816927,0.2411397512,-2.4592619449987807,0
03158,41478,2017,0.6879836023571612,0.012981467247416518,0.007515586301135879,0.2915193440942864,58545,0.311777265351439,0.1501351788,0.6603275151,0.1895373061,-2.7895219548561,0
zgb,372052,18672,0.6733257801577954,0.013196281149849652,0.00791963520775277,0.30555830348460217,535757,0.3263550452910554,0.1417722931,0.6511223931,0.2071053138,-2.2522561608944613,0
