# Per-source-Kreis one-seat-to-ZGB PT entry stops (rail+bus), EPSG:25832. Generated by scripts/extract_incommuter_pt_entry_stops.py from the cordon transit schedule.
source_ars5,stop_id,x,y
03241,509891.link:779677,551623.8623318508,5800901.262891741
03241,514098.link:488889,571640.2301933491,5795694.133341151
03241,519099.link:279273,565034.8811747772,5797282.2529457845
03241,527761.link:936158,563243.2027094879,5799711.217814815
03241,530949.link:668768,558408.6227347753,5801275.698354022
03241,547191.link:468879,584216.3794872334,5809834.036146179
03241,547191.link:468880,584216.3794872334,5809834.036146179
03241,547806.link:624850,571463.9839523026,5796906.956482314
03241,557773.link:553375,553970.4341935881,5801055.9998791935
03241,559400.link:693520,554999.807570482,5800815.088315265
03241,559476.link:862740,556334.1784972507,5801199.816473776
03241,560273.link:573374,568553.5696677984,5796568.301602254
03241,562753.link:156707,552229.6270183335,5801127.3444669135
03241,563484.link:266922,558430.3776675494,5801244.586015077
03241,563484.link:668767,558430.3776675494,5801244.586015077
03241,568427.link:553374,554008.332755348,5801003.575994472
03241,569446.link:748015,555457.2400786511,5800834.676264186
03241,57380.link:647837,550354.1854882361,5801803.844035083
03241,584148.link:748022,555780.5107999758,5800924.425430423
03241,600794.link:288297,575879.7490597961,5798572.330240293
03241,603928.link:671633,557865.6878432583,5801401.336199051
03241,609524.link:50811,550336.813283048,5801651.269054652
03241,616265.link:779682,551898.9306130805,5800981.79739333
03241,616654.link:699829,568342.6470965286,5796675.175630079
03241,621304.link:664575,560939.3175700632,5800467.797571011
03241,627123.link:427383,550383.4645959464,5802110.384544362
03241,627123.link:427384,550383.4645959464,5802110.384544362
03241,63728.link:465003,566519.90368259,5796639.254328332
03241,637705.link:431757,552975.2896872677,5801651.458214984
03241,639811.link:819740,565253.3350052952,5796922.925497958
03241,639811.link:893392,565253.3350052952,5796922.925497958
03241,639811.link:893393,565253.3350052952,5796922.925497958
03241,653336.link:862739,556337.3319027037,5801245.683922737
03241,653578.link:779678,551619.4704632758,5800910.89470592
03241,655887.link:826744,564421.4782581124,5798532.822155764
03241,663498.link:743427,550568.7613913019,5802414.075258092
03241,664315.link:661957,562197.2772074909,5799173.953767417
03241,667041.link:266389,565651.8262498276,5796659.444651023
03241,676554.link:91792,560533.9063356247,5800492.169529107
03241,680574.link:748023,555764.6087600411,5800927.248953727
03241,75897.link:664574,560934.313257866,5800475.856440762
03241,7702.link:710573,550838.7077812694,5800674.515280937
03241,85250.link:327706,550506.1220048395,5801304.601258408
03241,87052.link:705577,571616.3290442295,5795691.784057423
03254,100396.link:856717,579485.9443352673,5771213.523628868
03254,105232.link:53152,576901.00512407,5773311.381411834
03254,117343.link:28069,579980.1108575644,5759969.630930747
03254,131077.link:97549,570759.5555067754,5773111.502837526
03254,145142.link:64009,570886.9005371834,5780607.134201163
03254,145445.link:849103,580969.8510988173,5775620.978261139
03254,145445.link:849104,580969.8510988173,5775620.978261139
03254,146729.link:928547,578050.4330272634,5767585.420683699
03254,149461.link:702972,583083.6083718394,5785840.916639628
03254,149461.link:702973,583083.6083718394,5785840.916639628
03254,149697.link:240479,578999.6942263453,5763667.282019855
03254,152356.link:630199,581259.474913674,5785193.761311531
03254,157192.link:569297,577229.8269001527,5762692.537425089
03254,157192.link:569330,577229.8269001527,5762692.537425089
03254,157192.link:569423,577229.8269001527,5762692.537425089
03254,157192.link:569432,577229.8269001527,5762692.537425089
03254,157192.link:628164,577229.8269001527,5762692.537425089
03254,163848.link:630252,580270.5975163316,5784956.137137376
03254,168399.link:343695,575545.8633443168,5784263.956872969
03254,16966.link:457771,570221.4780903237,5774216.524683528
03254,187645.link:193104,566896.2284777404,5775903.243574567
03254,193222.link:421297,574952.5014725747,5782329.5939647425
03254,195707.link:264546,578062.8145610775,5766169.011779839
03254,195707.link:610780,578062.8145610775,5766169.011779839
03254,198269.link:224448,577416.1031974566,5767970.1096884115
03254,200701.link:227162,565858.3591749902,5778111.307857116
03254,200701.link:451146,565858.3591749902,5778111.307857116
03254,206533.link:462595,575368.386595817,5782490.7549786605
03254,210243.link:732667,577706.9934509601,5763178.299304899
03254,2167.link:928548,578045.041877386,5767579.328938511
03254,21755.link:114316,564933.5476564324,5780059.193738648
03254,225349.link:630200,581269.9484640609,5785192.709394123
03254,234223.link:272975,575517.6584698448,5773514.671421935
03254,234994.link:608093,575178.6988572086,5782076.817445388
03254,242473.link:645982,572540.3821619208,5780229.110935824
03254,242517.link:182000,578125.6707770104,5758881.115212422
03254,247179.link:300487,570651.0519596662,5786203.604887846
03254,256592.link:64010,570928.9479429269,5780632.3202759195
03254,258241.link:506512,573237.7948434564,5781686.885692672
03254,260636.link:375896,565039.0540694114,5779164.638541004
03254,260636.link:375897,565039.0540694114,5779164.638541004
03254,265737.link:328078,579251.5783345434,5773517.166709412
03254,273480.link:418194,566453.5908478121,5779796.322055851
03254,273966.link:673665,578338.8919717186,5772467.660051884
03254,273966.link:673666,578338.8919717186,5772467.660051884
03254,278454.link:339129,572497.587076289,5780213.2447745595
03254,280829.link:440860,566416.392733885,5779774.688001923
03254,284684.link:229377,568064.8775988956,5774008.760814057
03254,285863.link:418791,566566.1784056885,5776393.278067736
03254,287113.link:569859,575271.063405516,5782465.358175245
03254,289582.link:125117,565887.3645072888,5779725.140243368
03254,297140.link:391989,570695.8683348285,5784049.317175564
03254,300046.link:31260,565905.1753870884,5777775.5352023
03254,300046.link:31261,565905.1753870884,5777775.5352023
03254,304924.link:630211,580585.7249574848,5784906.296198668
03254,305041.link:508928,584467.7334818352,5782480.0294283265
03254,305041.link:508929,584467.7334818352,5782480.0294283265
03254,306685.link:405283,567340.2917726565,5774542.862615124
03254,308073.link:819774,577540.050054011,5761738.420888628
03254,308073.link:901111,577540.050054011,5761738.420888628
03254,310039.link:361639,565406.3970447073,5778119.793822384
