iteration,outcome,count,share
11,child_free,84,0.031134173461823574
11,day_ticket_cap_applied,677,0.2509266123054114
11,external_local_flat,14,0.005189028910303929
11,external_national_flat,11,0.00407709414381023
11,external_rail_nt,36,0.013343217197924388
11,no_pt_leg,1084,0.4017790956263899
11,vrb_flat_national,234,0.08673091178650852
11,vrb_flat_regional,80,0.029651593773165306
11,vrb_short_trip,163,0.06041512231282432
11,vrb_single_adult,947,0.3510007412898443
11,vrb_single_child,45,0.016679021497405487
