iteration,outcome,count,share
16,child_free,58,0.024106400665004156
16,day_ticket_cap_applied,395,0.16417290108063176
16,external_local_flat,9,0.003740648379052369
16,external_national_flat,6,0.0024937655860349127
16,external_rail_nt,19,0.007896924355777223
16,no_pt_leg,981,0.4077306733167082
16,vrb_flat_national,150,0.06234413965087282
16,vrb_flat_regional,87,0.03615960099750624
16,vrb_short_trip,146,0.060681629260182876
16,vrb_single_adult,872,0.3624272651704073
16,vrb_single_child,78,0.032418952618453865
