iteration,outcome,count,share
17,child_free,83,0.030889467807964272
17,day_ticket_cap_applied,538,0.20022329735764793
17,external_local_flat,16,0.00595459620394492
17,external_national_flat,1,3.721622627465575E-4
17,external_rail_nt,35,0.013025679196129512
17,no_pt_leg,1121,0.41719389653889094
17,vrb_flat_national,150,0.05582433941198362
17,vrb_flat_regional,109,0.040565686639374765
17,vrb_short_trip,156,0.05805731298846297
17,vrb_single_adult,902,0.33569036099739485
17,vrb_single_child,114,0.04242649795310755
