code,n_workers,n_workers_not_employed,share_at_workplace,share_home,share_absent,share_no_workplace,n_employed,share_employed_no_work_trip,srv_share_home_office_day,srv_share_work_trip,srv_share_neither,delta_no_work_trip_pp,n_absent_general
03101,87111,6025,0.6311550164241382,0.007610792313341889,0.06429222859817761,0.29694196266434225,123903,0.36865128366544797,0.1781074898,0.6275275302,0.19436498,-0.38211861345520126,7056
03102,35016,1287,0.6997697620874904,0.007718451924131126,0.06032233307751343,0.23218945291086504,45605,0.30005481855059757,0.05934990208,0.7138834791,0.2267666188,1.3938297670597566,2396
03103,38546,2849,0.6524486571879937,0.0038658117275346157,0.06008735247653564,0.28359817860793607,53805,0.3475327571787009,,,,,2760
03151,60090,2139,0.6156504623271994,0.014544996795752083,0.05745903140162959,0.31234550947541884,87384,0.3839833379108304,0.1787013602,0.6441429156,0.1771557242,2.8126253510830423,4603
03153,43662,1131,0.6546812782901678,0.022683184154102712,0.06561617261681925,0.25701936493891026,58766,0.34487628901065237,0.07836139891,0.6923515291,0.229287072,3.7227818100652343,3176
03154,29318,1188,0.6209291814354021,0.015224683017341865,0.06127934914480101,0.302566786402455,42037,0.37857125865309127,0.1211166383,0.6670583375,0.2118250242,4.562959615309126,2301
03157,44818,2036,0.601244825906988,0.01938763087411736,0.06140430971512052,0.31796323350377403,65712,0.39826820063306545,0.1469785561,0.6118816927,0.2411397512,1.0149893333065485,3564
03158,42431,2017,0.65231872918268,0.012332393885045692,0.0601076095311299,0.2752412674011444,58545,0.3474763002818345,0.1501351788,0.6603275151,0.1895373061,0.78038153818345,3100
zgb,380992,18672,0.6370276076654154,0.012585929815196068,0.061514828551003535,0.28887163396838494,535757,0.36268121555108,0.1417722931,0.6511223931,0.2071053138,1.380360865107999,28956
