code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,123903,78226,0.631348716334552,0.36865128366544797,2268,0.6275275302,0.1781074898,0.19436498,0.3821186134552068
03102,45605,31921,0.6999451814494024,0.30005481855059757,663,0.7138834791,0.05934990208,0.2267666188,-1.393829765059762
03103,53805,35106,0.6524672428212991,0.3475327571787009,0,,,,
03151,87384,53830,0.6160166620891696,0.3839833379108304,1521,0.6441429156,0.1787013602,0.1771557242,-2.8126253510830423
03153,58766,38499,0.6551237109893476,0.34487628901065237,935,0.6923515291,0.07836139891,0.229287072,-3.7227818110652344
03154,42037,26123,0.6214287413469087,0.37857125865309127,754,0.6670583375,0.1211166383,0.2118250242,-4.562959615309126
03157,65712,39541,0.6017317993669345,0.39826820063306545,1067,0.6118816927,0.1469785561,0.2411397512,-1.0149893333065485
03158,58545,38202,0.6525236997181655,0.3474763002818345,808,0.6603275151,0.1501351788,0.1895373061,-0.78038153818345
zgb,535757,341448,0.63731878444892,0.36268121555108,8016,0.6511223931,0.1417722931,0.2071053138,-1.380360865107999
