code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,126048,62164,0.4931772023356182,0.5068227976643818,2268,0.6275275302,0.1781074898,0.19436498,-13.435032786438178
03102,45482,22759,0.50039576096038,0.49960423903962004,663,0.7138834791,0.05934990208,0.2267666188,-21.34877181396201
03103,56093,28646,0.5106876080794395,0.48931239192056053,0,,,,
03151,86850,39974,0.46026482440990213,0.5397351755900979,1521,0.6441429156,0.1787013602,0.1771557242,-18.38780911900979
03153,59402,28313,0.4766337833742972,0.5233662166257028,935,0.6923515291,0.07836139891,0.229287072,-21.57177457257028
03154,42386,20087,0.4739064785542396,0.5260935214457604,754,0.6670583375,0.1211166383,0.2118250242,-19.315185894576036
03157,66039,30130,0.4562455518708642,0.5437544481291359,1067,0.6118816927,0.1469785561,0.2411397512,-15.563614082913585
03158,58125,28088,0.48323440860215056,0.5167655913978495,808,0.6603275151,0.1501351788,0.1895373061,-17.709310649784943
zgb,540425,260161,0.4814007494101864,0.5185992505898136,8016,0.6511223931,0.1417722931,0.2071053138,-16.972164368981357
