code,n_workers,n_workers_not_employed,share_at_workplace,share_home,share_absent,share_no_workplace,n_employed,share_employed_no_work_trip,srv_share_home_office_day,srv_share_work_trip,srv_share_neither,delta_no_work_trip_pp
03101,63631,9123,0.4929471312515867,0.007965219598882965,0.0039032749428789034,0.49518437420665146,126048,0.5068227976643818,0.1781074898,0.6275275302,0.19436498,13.435032786438178
03102,23124,3737,0.5001099336001056,0.005980387845741173,0.0023305923222373686,0.49157908623191593,45482,0.49960423903962004,0.05934990208,0.7138834791,0.2267666188,21.348771815962003
03103,29119,4792,0.5104023674968357,0.0051343304868700194,0.0035833348189613676,0.480879967197333,56093,0.48931239192056053,,,,
03151,41077,5101,0.4599769717904433,0.011134139320667818,0.0018537708693149107,0.5270351180195739,86850,0.5397351755900979,0.1787013602,0.6441429156,0.1771557242,18.38780911900979
03153,29586,4450,0.47596040537355644,0.017524662469277127,0.004578970405036868,0.5019359617521295,59402,0.5233662166257028,0.07836139891,0.6923515291,0.229287072,21.57177457157028
03154,20650,2943,0.473528995423017,0.011300901240975793,0.0023592695701410843,0.5128108337658661,42386,0.5260935214457604,0.1211166383,0.6670583375,0.2118250242,19.315185894576036
03157,31249,3992,0.4555641363436757,0.014446009176395765,0.003179939126879571,0.526809915353049,66039,0.5437544481291359,0.1469785561,0.6118816927,0.2411397512,15.56361408291359
03158,28758,3567,0.48301075268817206,0.009221505376344086,0.002529032258064516,0.5052387096774194,58125,0.5167655913978495,0.1501351788,0.6603275151,0.1895373061,17.70931064978495
zgb,267194,37705,0.481036221492344,0.010253041587639358,0.003125318036730351,0.5055854188832863,540425,0.5185992505898136,0.1417722931,0.6511223931,0.2071053138,16.972164368981357
