segment,model,count,share
wohnmobile,IVECO DAILY,16364.0,0.01668076778014495
wohnmobile,LAND ROVER DEFENDER,1393.0,0.0014199651379700512
wohnmobile,MAN TGE,3983.0,0.004060101324145524
wohnmobile,MERCEDES L 300-REIHE,1355.0,0.001381229549138133
wohnmobile,MERCEDES MB 100,1206.0,0.0012293452666129806
wohnmobile,MERCEDES SPRINTER,53790.0,0.05483124534918095
wohnmobile,MERCEDES V-KLASSE,13691.0,0.013956024913099765
wohnmobile,MERCEDES VARIO,1089.0,0.0011100804273147062
wohnmobile,MERCEDES VIANO,3320.0,0.0033842672347886363
wohnmobile,MERCEDES VITO,3964.0,0.004040733529729564
wohnmobile,OPEL MOVANO,2357.0,0.0024026258651797636
wohnmobile,OPEL VIVARO,1544.0,0.001573888135696884
wohnmobile,OPEL ZAFIRA LIFE,1928.0,0.0019653214544194247
wohnmobile,PEUGEOT BOXER,23097.0,0.02354410250660034
wohnmobile,PEUGEOT J5,3354.0,0.0034189253932171947
wohnmobile,RENAULT MASTER,17872.0,0.018217959042211598
wohnmobile,RENAULT TRAFIC,3397.0,0.0034627577700533122
wohnmobile,VW CADDY,1952.0,0.001989786036839584
wohnmobile,VW CRAFTER,17494.0,0.0178326418690941
wohnmobile,VW LT,5397.0,0.005501472971733213
wohnmobile,VW TRANSPORTER,134145.0,0.1367417253646752
wohnmobile,VW TYP 2,4479.0,0.004565702694162139
wohnmobile,SONSTIGE,80880.0,0.0824456427559352
