cell_id,stichtag,ev_share,minx,miny,maxx,maxy,suppressed
5kmN3170E4420,2026-04-01,0.035,1272372.4475999996,6733656.291000001,1280575.1682000011,6741879.857000001,False
5kmN3170E4425,2026-04-01,0.02,1280409.6763999984,6733486.450499997,1288620.0434999987,6741717.6391,False
5kmN3170E4430,2026-04-01,0.016,1288446.6037999988,6733308.6439,1296664.6017000005,6741547.437100001,False
5kmN3170E4435,2026-04-01,0.018000000000000002,1296483.2151999995,6733122.872100003,1304708.8282999992,6741369.251999997,False
5kmN3175E4320,2026-04-01,0.054000000000000006,1111583.6765,6743444.031900004,1119639.8326000012,6751519.397100002,False
5kmN3175E4325,2026-04-01,0.063,1119633.4488000013,6743433.639399998,1127695.9770000018,6751516.993699998,False
5kmN3175E4330,2026-04-01,0.045,1127681.613499999,6743415.252700001,1135752.0951000005,6751506.579000004,False
5kmN3175E4335,2026-04-01,0.042,1135729.7520999983,6743388.8719,1143808.1722000018,6751488.153099999,False
5kmN3175E4340,2026-04-01,0.059000000000000004,1143777.8498000018,6743354.497299999,1151864.1939000003,6751461.7161,False
5kmN3175E4345,2026-04-01,0.042,1151825.8922000006,6743312.128899999,1159920.145300001,6751427.268100001,False
5kmN3175E4350,2026-04-01,0.047,1159873.8647000007,6743261.767099999,1167976.0119999982,6751384.8094,False
5kmN3175E4355,2026-04-01,0.03,1167921.752799999,6743203.412100002,1176031.7793000005,6751334.3401999995,False
