n,c_inf,a,tau,r2
782,1.1782268255285855,0.4463738364262218,6.685704867914634,0.22600229244287384
1562,1.1887072603484155,0.5105834672237822,4.711716692639543,0.22869104116947758
2345,1.1878606104832108,0.5017920054375111,4.954663386531338,0.23362462727070332
