code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,126048,62145,0.49302646610814926,0.5069735338918507,2268,0.6275275302,0.1781074898,0.19436498,-13.45010640918507
03102,45482,22749,0.5001758937601689,0.4998241062398311,663,0.7138834791,0.05934990208,0.2267666188,-21.370758533983114
03103,56093,28631,0.5104201950332483,0.4895798049667517,0,,,,
03151,86850,39971,0.46023028209556704,0.539769717904433,1521,0.6441429156,0.1787013602,0.1771557242,-18.3912633504433
03153,59402,28294,0.4763139288239453,0.5236860711760547,935,0.6923515291,0.07836139891,0.229287072,-21.603760027605468
03154,42386,20078,0.4736941442929269,0.5263058557070731,754,0.6670583375,0.1211166383,0.2118250242,-19.33641932070731
03157,66039,30106,0.45588213025636365,0.5441178697436364,1067,0.6118816927,0.1469785561,0.2411397512,-15.59995624436364
03158,58125,28092,0.48330322580645163,0.5166967741935484,808,0.6603275151,0.1501351788,0.1895373061,-17.702428929354834
zgb,540425,260066,0.4812249618355924,0.5187750381644076,8016,0.6511223931,0.1417722931,0.2071053138,-16.98974312644076
