home_ars5,dest_ars5,n_model,model_km_median,model_km_p10,model_km_p90,centroid_km,class_model_median,class_centroid,same_class,ba_flow
03103,03251,10,192.04163182917938,174.51698905822386,220.14917038622522,189.25718915072707,100_200,100_200,True,10.0
03103,03254,36,80.51172184002745,76.13866637689145,97.481909952965,87.91115063932057,50_100,50_100,True,60.0
03103,03351,37,74.29741189457599,57.27150779442229,84.36748591475923,74.29575314532786,50_100,50_100,True,60.0
03103,03355,10,127.1614055875572,119.30373650212451,139.66810426130016,120.3288423731664,100_200,100_200,True,20.0
03103,03360,31,83.07362423677927,78.6242049416277,98.00959419939632,85.42701281945703,50_100,50_100,True,40.0
03103,03403,9,246.83865563618048,245.3672702356096,255.81868896437445,248.35154570537628,gt200,gt200,True,10.0
03103,03404,9,240.2167613746003,236.1912345620556,244.34043684919163,243.23597628916968,gt200,gt200,True,10.0
03103,03454,31,307.9160519387468,284.61816896871267,316.47073068168305,301.70258342137623,gt200,gt200,True,40.0
03103,04011,32,201.02154445121033,198.53427835258287,203.36857606484875,203.51188538772803,gt200,gt200,True,50.0
03103,05111,31,398.8659357508722,398.61310422278746,403.54883215820195,394.5621771581603,gt200,gt200,True,50.0
03103,05113,8,364.36607199793957,364.305437347465,365.9841343447631,365.2341704747041,gt200,gt200,True,10.0
03103,05120,11,367.7723945505144,367.72639247800356,367.899144184844,365.25596911728553,gt200,gt200,True,20.0
03103,05158,5,385.8107338509317,379.19187972515147,394.0901337450411,380.320241607621,gt200,gt200,True,10.0
03103,05162,5,416.22780466533993,410.99570934959127,417.21255716247884,413.6618450490223,gt200,gt200,True,10.0
03103,05315,35,410.4720101452345,406.93122484718884,410.65529056277904,402.75030235586905,gt200,gt200,True,70.0
03103,05316,16,394.0709436055915,393.75782491442436,394.3716303495107,391.1868633344588,gt200,gt200,True,30.0
03103,05334,25,486.7758812832515,473.9528675112819,487.07830016506847,478.02652685139066,gt200,gt200,True,50.0
03103,05362,11,417.2967894633072,412.3670078772265,422.6049641540027,425.6652529046813,gt200,gt200,True,20.0
03103,05374,30,359.69465106686556,352.4979779249201,369.80601107126347,356.36516025246846,gt200,gt200,True,40.0
03103,05515,28,290.2915231927647,285.9216728288074,290.36171657949455,288.62477508327333,gt200,gt200,True,30.0
03103,05566,8,284.4172276545972,270.86954211314367,300.1029165211083,285.5575755635444,gt200,gt200,True,10.0
03103,05711,5,212.68470935321767,210.37445098290797,212.7772657602281,207.5547300163081,gt200,gt200,True,10.0
03103,05754,4,217.56048071947185,213.01414394385665,221.8557992685115,227.16272491861687,gt200,gt200,True,10.0
03103,05770,3,192.83871280719424,158.27605034974343,210.1981479184674,181.19212167691958,100_200,100_200,True,10.0
03103,05911,2,347.5748518578099,347.5748518578099,347.5748518578099,345.977218070915,gt200,gt200,True,10.0
03103,05913,13,326.78393913523416,319.67180861441074,326.8441136631536,322.6930638338499,gt200,gt200,True,10.0
03103,06412,38,389.98406633296173,389.8133643265362,390.0779526328154,384.1397791560395,gt200,gt200,True,80.0
