code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,126048,63631,0.5048156257933486,0.4951843742066514,2268,0.6275275302,0.1781074898,0.19436498,-12.271190440665137
03102,45482,23124,0.5084209137680841,0.49157908623191593,663,0.7138834791,0.05934990208,0.2267666188,-20.5462565331916
03103,56093,29119,0.519120032802667,0.48087996719733295,0,,,,
03151,86850,41077,0.472964881980426,0.527035118019574,1521,0.6441429156,0.1787013602,0.1771557242,-17.1178033619574
03153,59402,29586,0.49806403824787043,0.5019359617521295,935,0.6923515291,0.07836139891,0.229287072,-19.428749085212953
03154,42386,20650,0.4871891662341339,0.5128108337658661,754,0.6670583375,0.1211166383,0.2118250242,-17.98691712658661
03157,66039,31249,0.47319008464695106,0.526809915353049,1067,0.6118816927,0.1469785561,0.2411397512,-13.869160805304897
03158,58125,28758,0.49476129032258065,0.5052387096774194,808,0.6603275151,0.1501351788,0.1895373061,-16.556622477741932
zgb,540425,267194,0.4944145811167137,0.5055854188832862,8016,0.6511223931,0.1417722931,0.2071053138,-15.670781198328626
