code,n_employed,n_with_work_trip,share_work_trip,share_no_work_trip,srv_n_persons,srv_share_work_trip,srv_share_home_office_day,srv_share_neither,delta_work_trip_pp
03101,126094,73118,0.5798689866290228,0.42013101337097725,2268,0.6275275302,0.1781074898,0.19436498,-4.765854357097721
03102,45566,27926,0.6128692446122108,0.3871307553877892,663,0.7138834791,0.05934990208,0.2267666188,-10.101423448778924
03103,56165,34437,0.6131398557820706,0.38686014421792936,0,,,,
03151,86979,47218,0.5428666689660723,0.4571333310339277,1521,0.6441429156,0.1787013602,0.1771557242,-10.127624663392776
03153,59203,33581,0.5672178774724254,0.43278212252757464,935,0.6923515291,0.07836139891,0.229287072,-12.513365162757461
03154,42390,23780,0.5609813635291342,0.4390186364708658,754,0.6670583375,0.1211166383,0.2118250242,-10.607697397086579
03157,65834,35283,0.5359388765683385,0.4640611234316615,1067,0.6118816927,0.1469785561,0.2411397512,-7.594281613166154
03158,58242,32999,0.566584251914426,0.43341574808557404,808,0.6603275151,0.1501351788,0.1895373061,-9.374326318557403
zgb,540473,308342,0.5705039844728599,0.4294960155271401,8016,0.6511223931,0.1417722931,0.2071053138,-8.061840862714009
