code,n_workers,n_workers_not_employed,share_at_workplace,share_home,share_absent,share_no_workplace,n_employed,share_employed_no_work_trip,srv_share_home_office_day,srv_share_work_trip,srv_share_neither,delta_no_work_trip_pp
03101,74806,9680,0.5797817501229242,0.006622043872031976,0.0068520310244738055,0.40674417498057003,126094,0.42013101337097725,0.1781074898,0.6275275302,0.19436498,4.7658543570977265
03102,28561,4368,0.6127814598604222,0.007483650089979371,0.006539964008251767,0.37319492604134663,45566,0.3871307553877892,0.05934990208,0.7138834791,0.2267666188,10.101423450778919
03103,35125,5616,0.6130686370515446,0.004629217484198344,0.0076916228968218646,0.3746105225674352,56165,0.38686014421792936,,,,
03151,48605,5391,0.542498764069488,0.01230181997953529,0.004012462778371791,0.44118695317260487,86979,0.4571333310339277,0.1787013602,0.6441429156,0.1771557242,10.127624663392776
03153,35343,4910,0.5665591270712633,0.021181359052750707,0.009239396652196679,0.40302011722378933,59203,0.43278212252757464,0.07836139891,0.6923515291,0.229287072,12.513365161757461
03154,24540,3414,0.560556735079028,0.012856805850436423,0.0054965793819297,0.4210898796886058,42390,0.4390186364708658,0.1211166383,0.6670583375,0.2118250242,10.607697397086579
03157,36903,4421,0.5353312877844275,0.018577027068080322,0.006637907464228211,0.439453777683264,65834,0.4640611234316615,0.1469785561,0.6118816927,0.2411397512,7.594281613166154
03158,33965,3880,0.5663953847738745,0.010748257271384912,0.00602657875759761,0.416829779197143,58242,0.43341574808557404,0.1501351788,0.6603275151,0.1895373061,9.374326318557403
zgb,317848,41680,0.5702097977142244,0.011386322721023991,0.006496161695403841,0.41190771786934777,540473,0.4294960155271401,0.1417722931,0.6511223931,0.2071053138,8.061840862714009
