segment,metric,model,srv,delta_pp,n_srv
kreis_03101,dep_hour_share_all_10,0.04654538284029798,0.04768783712,-0.11424542797020196,4519.0
kreis_03101,dep_hour_share_all_11,0.04899651923655338,0.05982544237,-1.082892313344662,4519.0
kreis_03101,dep_hour_share_all_12,0.06119229564399116,0.0566705804,0.45217152439911634,4519.0
kreis_03101,dep_hour_share_all_13,0.0632453095807733,0.07240278203,-0.9157472449226698,4519.0
kreis_03101,dep_hour_share_all_14,0.06903493368577779,0.07081130982,-0.17763761342222129,4519.0
kreis_03101,dep_hour_share_all_15,0.08812109911751602,0.09227897368,-0.4157874562483982,4519.0
kreis_03101,dep_hour_share_all_16,0.08854543026554394,0.0956105496,-0.7065119334456055,4519.0
kreis_03101,dep_hour_share_all_17,0.08300915681656788,0.09057934006,-0.7570183243432116,4519.0
kreis_03101,dep_hour_share_all_18,0.06828736204557566,0.06391969238,0.4367669665575655,4519.0
kreis_03101,dep_hour_share_all_19,0.04566427169174588,0.0429888639,0.2675407791745882,4519.0
kreis_03101,dep_hour_share_all_20,0.03308659725108298,0.02757435138,0.5512245871082982,4519.0
kreis_03101,dep_hour_share_all_21,0.02099939969622882,0.02015657983,0.08428198662288194,4519.0
kreis_03101,dep_hour_share_all_22,0.016389166576184288,0.01470191907,0.16872475061842884,4519.0
kreis_03101,dep_hour_share_all_23,0.008323130665288838,0.006778047623,0.15450830422888373,4519.0
kreis_03101,dep_hour_share_all_4,0.00438808328372403,0.001778546951,0.26095363327240295,4519.0
kreis_03101,dep_hour_share_all_5,0.013161753785595455,0.007976812978,0.5184940807595455,4519.0
kreis_03101,dep_hour_share_all_6,0.043964451034057564,0.02687070239,1.7093748644057563,4519.0
kreis_03101,dep_hour_share_all_7,0.08248373501268626,0.09452740564,-1.204367062731375,4519.0
kreis_03101,dep_hour_share_all_8,0.05646225137626816,0.0597203073,-0.3258055923731837,4519.0
kreis_03101,dep_hour_share_all_9,0.047075796775332884,0.04474744367,0.23283531053328865,4519.0
kreis_03101,dep_hour_share_education_10,0.023793959994770558,0.02053195257,0.32620074247705566,4519.0
kreis_03101,dep_hour_share_education_11,0.039687727620790765,0.03082812426,0.8859603360790766,4519.0
kreis_03101,dep_hour_share_education_12,0.03464505164073735,0.03279441828,0.1850633360737347,4519.0
kreis_03101,dep_hour_share_education_13,0.04056552677287414,0.04742332445,-0.6857797677125861,4519.0
kreis_03101,dep_hour_share_education_14,0.023737930261658855,0.02829449134,-0.4556561078341143,4519.0
kreis_03101,dep_hour_share_education_15,0.03356181013391106,0.02188450235,1.167730778391106,4519.0
kreis_03101,dep_hour_share_education_16,0.023252339241357414,0.02514131497,-0.18889757286425848,4519.0
kreis_03101,dep_hour_share_education_17,0.009319612274246866,0.008888763946,0.04308483282468665,4519.0
kreis_03101,dep_hour_share_education_18,0.006013858020656295,0.003465831918,0.25480261026562945,4519.0
kreis_03101,dep_hour_share_education_19,0.0010458883514184861,0.005285766938,-0.4239878586581513,4519.0
kreis_03101,dep_hour_share_education_20,0.0005976504865248492,0.0009515474552,-0.035389696867515086,4519.0
kreis_03101,dep_hour_share_education_21,0.0005229441757092431,0.0,0.052294417570924304,4519.0
kreis_03101,dep_hour_share_education_22,0.00022411893244681845,0.0,0.022411893244681843,4519.0
kreis_03101,dep_hour_share_education_23,9.338288851950768e-05,0.0,0.009338288851950767,4519.0
kreis_03101,dep_hour_share_education_4,0.00046691444259753845,0.0,0.04669144425975384,4519.0
kreis_03101,dep_hour_share_education_5,0.0025586911454345104,0.0,0.25586911454345107,4519.0
kreis_03101,dep_hour_share_education_6,0.15363352819229403,0.03835223238,11.528129581229404,4519.0
kreis_03101,dep_hour_share_education_7,0.42931849167958464,0.5734807602,-14.416226852041541,4519.0
kreis_03101,dep_hour_share_education_8,0.13082942681583026,0.1071521884,2.367723841583026,4519.0
kreis_03101,dep_hour_share_education_9,0.044151429692023236,0.05552478052,-1.137335082797676,4519.0
kreis_03101,dep_hour_share_escort_10,0.017744641192917056,0.01426058452,0.34840566729170563,4519.0
kreis_03101,dep_hour_share_escort_11,0.031239515377446413,0.01673303493,1.4506480447446413,4519.0
kreis_03101,dep_hour_share_escort_12,0.0627027027027027,0.04311350857,1.95891941327027,4519.0
kreis_03101,dep_hour_share_escort_13,0.06490214352283318,0.06740651589,-0.25043723671668294,4519.0
kreis_03101,dep_hour_share_escort_14,0.14285181733457594,0.149648673,-0.6796855665424067,4519.0
kreis_03101,dep_hour_share_escort_15,0.137856477166822,0.1296761603,0.8180316866821996,4519.0
kreis_03101,dep_hour_share_escort_16,0.06821994408201305,0.05898405193,0.923589215201305,4519.0
kreis_03101,dep_hour_share_escort_17,0.04607642124883504,0.05730475698,-1.122833573116496,4519.0
kreis_03101,dep_hour_share_escort_18,0.03791239515377447,0.04755531218,-0.9642917026225537,4519.0
kreis_03101,dep_hour_share_escort_19,0.013159366262814538,0.006061524081,0.7097842181814539,4519.0
kreis_03101,dep_hour_share_escort_20,0.01353215284249767,0.003375638135,1.015651470749767,4519.0
kreis_03101,dep_hour_share_escort_21,0.007082945013979497,0.005019465352,0.20634796619794965,4519.0
kreis_03101,dep_hour_share_escort_22,0.004212488350419385,0.04399348222,-3.9780993869580614,4519.0
kreis_03101,dep_hour_share_escort_23,0.0017893755824790307,0.0,0.17893755824790306,4519.0
kreis_03101,dep_hour_share_escort_4,0.0015284249767008387,0.0,0.15284249767008387,4519.0
kreis_03101,dep_hour_share_escort_5,0.0030195712954333644,0.0,0.3019571295433364,4519.0
kreis_03101,dep_hour_share_escort_6,0.04644920782851817,0.009420544121,3.702866370751817,4519.0
kreis_03101,dep_hour_share_escort_7,0.17427772600186392,0.2091592327,-3.488150669813608,4519.0
kreis_03101,dep_hour_share_escort_8,0.09960857409133271,0.1103325865,-1.0724012408667285,4519.0
kreis_03101,dep_hour_share_escort_9,0.02315004659832246,0.02210900321,0.10410433883224629,4519.0
kreis_03101,dep_hour_share_home_10,0.032307014685829444,0.03475853875,-0.24515240641705544,4519.0
kreis_03101,dep_hour_share_home_11,0.046766583402719955,0.06199770507,-1.5231121667280043,4519.0
kreis_03101,dep_hour_share_home_12,0.07168844803243674,0.04503452745,2.6653920582436736,4519.0
kreis_03101,dep_hour_share_home_13,0.07436737501357564,0.09082291551,-1.6455540496424366,4519.0
kreis_03101,dep_hour_share_home_14,0.07836163100797644,0.07274032995,0.5621301057976438,4519.0
kreis_03101,dep_hour_share_home_15,0.10196514981476788,0.1123338805,-1.0368730685232115,4519.0
kreis_03101,dep_hour_share_home_16,0.10460485827028201,0.122242975,-1.763811672971799,4519.0
kreis_03101,dep_hour_share_home_17,0.10869866898357648,0.1193938817,-1.0695212716423512,4519.0
kreis_03101,dep_hour_share_home_18,0.09328880522270089,0.08822572569,0.5063079532700882,4519.0
kreis_03101,dep_hour_share_home_19,0.06630344278318792,0.05534110244,1.0962340343187924,4519.0
kreis_03101,dep_hour_share_home_20,0.05736765256006468,0.04714811709,1.0219535470064685,4519.0
kreis_03101,dep_hour_share_home_21,0.04079330026909942,0.03676528799,0.40280122790994216,4519.0
kreis_03101,dep_hour_share_home_22,0.03386067166250347,0.02422624834,0.9634423322503471,4519.0
kreis_03101,dep_hour_share_home_23,0.017799177014323812,0.01383220433,0.3966972684323812,4519.0
kreis_03101,dep_hour_share_home_4,6.938662225922843e-05,0.001314338049,-0.12449514267407716,4519.0
kreis_03101,dep_hour_share_home_5,0.000579227455381385,0.0008203007169,-0.0241073261518615,4519.0
kreis_03101,dep_hour_share_home_6,0.001909640516960504,0.004059743068,-0.2150102551039496,4519.0
kreis_03101,dep_hour_share_home_7,0.008564722634519543,0.01706015141,-0.8495428775480455,4519.0
kreis_03101,dep_hour_share_home_8,0.017947000687832605,0.02381268918,-0.5865688492167395,4519.0
kreis_03101,dep_hour_share_home_9,0.02472275519192943,0.02437431795,0.03484372419294314,4519.0
kreis_03101,dep_hour_share_leisure_10,0.05066672755502786,0.05049671566,0.0170011895027862,4519.0
kreis_03101,dep_hour_share_leisure_11,0.04038420555910738,0.05309479879,-1.2710593230892624,4519.0
kreis_03101,dep_hour_share_leisure_12,0.04579565865984717,0.07241167753,-2.661601887015282,4519.0
kreis_03101,dep_hour_share_leisure_13,0.055172466283069994,0.05821315957,-0.30406932869300046,4519.0
kreis_03101,dep_hour_share_leisure_14,0.07340853045940268,0.06831086682,0.5097663639402685,4519.0
kreis_03101,dep_hour_share_leisure_15,0.10078545985934789,0.1002183477,0.05671121593478906,4519.0
kreis_03101,dep_hour_share_leisure_16,0.1277818370018571,0.1261105894,0.16712476018571065,4519.0
kreis_03101,dep_hour_share_leisure_17,0.1249809723871282,0.1180175561,0.6963416287128197,4519.0
kreis_03101,dep_hour_share_leisure_18,0.10349499193229214,0.1004245207,0.3070471232292135,4519.0
kreis_03101,dep_hour_share_leisure_19,0.07278442475720766,0.09438887854,-2.160445378279234,4519.0
kreis_03101,dep_hour_share_leisure_20,0.03808566992419399,0.03233891003,0.5746759894193987,4519.0
kreis_03101,dep_hour_share_leisure_21,0.013562882455018722,0.01484423459,-0.12813521349812773,4519.0
kreis_03101,dep_hour_share_leisure_22,0.0066139982342375255,0.0118752588,-0.5261260565762474,4519.0
kreis_03101,dep_hour_share_leisure_23,0.0027095320729442567,0.002511792798,0.019773927494425678,4519.0
kreis_03101,dep_hour_share_leisure_4,0.00038816330258471094,0.003523407115,-0.31352438124152887,4519.0
kreis_03101,dep_hour_share_leisure_5,0.004589460224678053,0.003262851437,0.1326608787678053,4519.0
kreis_03101,dep_hour_share_leisure_6,0.01617347094102962,0.008722591137,0.7450879804029621,4519.0
kreis_03101,dep_hour_share_leisure_7,0.025968886047432034,0.01670159881,0.9267287237432035,4519.0
kreis_03101,dep_hour_share_leisure_8,0.035825189515024204,0.0310501451,0.4775044415024205,4519.0
kreis_03101,dep_hour_share_leisure_9,0.057158949066885865,0.033145983,2.401296606688587,4519.0
kreis_03101,dep_hour_share_other_10,0.07900345155088143,0.1097865958,-3.078314424911857,4519.0
kreis_03101,dep_hour_share_other_11,0.07763673006092335,0.07884335742,-0.12066273590766452,4519.0
kreis_03101,dep_hour_share_other_12,0.08460932613681114,0.04660928546,3.800004067681115,4519.0
kreis_03101,dep_hour_share_other_13,0.07299219347216752,0.0674063884,0.5585805072167521,4519.0
kreis_03101,dep_hour_share_other_14,0.0880724594037388,0.1276187168,-3.9546257396261204,4519.0
kreis_03101,dep_hour_share_other_15,0.10566610299057194,0.1215248284,-1.5858725409428065,4519.0
kreis_03101,dep_hour_share_other_16,0.10139220273807593,0.08850395204,1.2888250698075934,4519.0
kreis_03101,dep_hour_share_other_17,0.0625680465148602,0.0612286676,0.13393789148601967,4519.0
kreis_03101,dep_hour_share_other_18,0.0464453658875582,0.01906266383,2.7382702057558204,4519.0
kreis_03101,dep_hour_share_other_19,0.025272765178716208,0.008143389339,1.7129375839716208,4519.0
kreis_03101,dep_hour_share_other_20,0.01377145636915379,0.006035542698,0.773591367115379,4519.0
kreis_03101,dep_hour_share_other_21,0.00865204197456508,0.01073811873,-0.20860767554349186,4519.0
kreis_03101,dep_hour_share_other_22,0.005130996780096829,0.002364734062,0.27662627180968286,4519.0
kreis_03101,dep_hour_share_other_23,0.0031504088582084365,0.006819974246,-0.36695653877915635,4519.0
kreis_03101,dep_hour_share_other_4,0.0006370312029465589,0.0,0.06370312029465588,4519.0
kreis_03101,dep_hour_share_other_5,0.002710278208899905,0.0,0.2710278208899905,4519.0
kreis_03101,dep_hour_share_other_6,0.013296578563320902,0.01169958313,0.15969954333209022,4519.0
kreis_03101,dep_hour_share_other_7,0.05039495934582686,0.04960291759,0.07920417558268666,4519.0
kreis_03101,dep_hour_share_other_8,0.07372188375917904,0.08067309692,-0.6951213160820966,4519.0
kreis_03101,dep_hour_share_other_9,0.07926984641756817,0.09899760006,-1.9727753642431831,4519.0
kreis_03101,dep_hour_share_shop_10,0.1190542829785667,0.09419011631,2.4864166668566696,4519.0
kreis_03101,dep_hour_share_shop_11,0.09025557928850261,0.1044476569,-1.4192077611497391,4519.0
kreis_03101,dep_hour_share_shop_12,0.0780584812550637,0.08265072538,-0.4592244124936293,4519.0
kreis_03101,dep_hour_share_shop_13,0.06811519481476026,0.07090172509,-0.2786530275239743,4519.0
kreis_03101,dep_hour_share_shop_14,0.06919054282978566,0.075349347,-0.6158804170214333,4519.0
kreis_03101,dep_hour_share_shop_15,0.09511674154820653,0.1029787233,-0.7861981751793479,4519.0
kreis_03101,dep_hour_share_shop_16,0.08717684319069013,0.09980711195,-1.2630268759309864,4519.0
kreis_03101,dep_hour_share_shop_17,0.09052073359357737,0.1030396687,-1.251893510642263,4519.0
kreis_03101,dep_hour_share_shop_18,0.06356337924431023,0.05472815649,0.8835222754310229,4519.0
kreis_03101,dep_hour_share_shop_19,0.026692200044192385,0.02009529869,0.6596901354192386,4519.0
kreis_03101,dep_hour_share_shop_20,0.006098549016719452,0.01066398826,-0.4565439243280548,4519.0
kreis_03101,dep_hour_share_shop_21,0.005170508948957796,0.007219031324,-0.20485223750422044,4519.0
kreis_03101,dep_hour_share_shop_22,0.005303086101495175,0.001594011209,0.37090748924951755,4519.0
kreis_03101,dep_hour_share_shop_23,0.0004861162259703911,0.001428227147,-0.0942110921029609,4519.0
kreis_03101,dep_hour_share_shop_4,8.838476835825293e-05,0.0,0.008838476835825292,4519.0
kreis_03101,dep_hour_share_shop_5,0.0004124622523385137,0.0005067921782,-0.009432992586148636,4519.0
