# MiD 2023 oekonomischer Status x Haushaltstyp x Region.
# Generated by scripts/extract_mid_status_by_hhtype.py from
# mid2023_status_by_hhtype_bundesland.xlsx (sheet 'MiD Tabellen').
# share_pct = P(hhtype | status, region) in percent; base_weighted =
# weighted base (persons) of the (status, region) cell.
region,hhtype,status,share_pct,base_weighted
bayern,child_under_6,medium,15.0,17860.0
saarland,child_under_6,medium,11.0,1430.0
berlin,child_under_6,medium,14.0,5193.0
brandenburg,child_under_6,medium,13.0,4074.0
mecklenburg_vorpommern,child_under_6,medium,17.0,2631.0
sachsen,child_under_6,medium,16.0,6037.0
sachsen_anhalt,child_under_6,medium,15.0,3571.0
thueringen,child_under_6,medium,12.0,3452.0
schleswig_holstein,child_under_14,medium,11.0,4260.0
hamburg,child_under_14,medium,9.0,2541.0
niedersachsen,child_under_14,medium,15.0,12795.0
bremen,child_under_14,medium,10.0,980.0
nordrhein_westfalen,child_under_14,medium,12.0,26582.0
hessen,child_under_14,medium,12.0,8882.0
rheinland_pfalz,child_under_14,medium,10.0,5769.0
baden_wuerttemberg,child_under_14,medium,14.0,15395.0
bayern,child_under_14,medium,12.0,17860.0
saarland,child_under_14,medium,9.0,1430.0
berlin,child_under_14,medium,11.0,5193.0
brandenburg,child_under_14,medium,12.0,4074.0
mecklenburg_vorpommern,child_under_14,medium,9.0,2631.0
sachsen,child_under_14,medium,10.0,6037.0
sachsen_anhalt,child_under_14,medium,11.0,3571.0
thueringen,child_under_14,medium,12.0,3452.0
schleswig_holstein,child_under_18,medium,6.0,4260.0
hamburg,child_under_18,medium,4.0,2541.0
niedersachsen,child_under_18,medium,6.0,12795.0
bremen,child_under_18,medium,3.0,980.0
nordrhein_westfalen,child_under_18,medium,5.0,26582.0
hessen,child_under_18,medium,7.0,8882.0
rheinland_pfalz,child_under_18,medium,4.0,5769.0
baden_wuerttemberg,child_under_18,medium,5.0,15395.0
bayern,child_under_18,medium,5.0,17860.0
saarland,child_under_18,medium,4.0,1430.0
berlin,child_under_18,medium,5.0,5193.0
brandenburg,child_under_18,medium,4.0,4074.0
mecklenburg_vorpommern,child_under_18,medium,3.0,2631.0
sachsen,child_under_18,medium,3.0,6037.0
sachsen_anhalt,child_under_18,medium,3.0,3571.0
thueringen,child_under_18,medium,5.0,3452.0
schleswig_holstein,single_parent,medium,3.0,4260.0
hamburg,single_parent,medium,5.0,2541.0
niedersachsen,single_parent,medium,3.0,12795.0
bremen,single_parent,medium,3.0,980.0
nordrhein_westfalen,single_parent,medium,3.0,26582.0
hessen,single_parent,medium,4.0,8882.0
rheinland_pfalz,single_parent,medium,3.0,5769.0
baden_wuerttemberg,single_parent,medium,2.0,15395.0
bayern,single_parent,medium,3.0,17860.0
saarland,single_parent,medium,3.0,1430.0
berlin,single_parent,medium,7.0,5193.0
brandenburg,single_parent,medium,5.0,4074.0
mecklenburg_vorpommern,single_parent,medium,7.0,2631.0
sachsen,single_parent,medium,6.0,6037.0
sachsen_anhalt,single_parent,medium,3.0,3571.0
thueringen,single_parent,medium,4.0,3452.0
schleswig_holstein,not_classifiable,medium,1.0,4260.0
hamburg,not_classifiable,medium,1.0,2541.0
niedersachsen,not_classifiable,medium,1.0,12795.0
bremen,not_classifiable,medium,0.0,980.0
nordrhein_westfalen,not_classifiable,medium,0.0,26582.0
hessen,not_classifiable,medium,0.0,8882.0
rheinland_pfalz,not_classifiable,medium,1.0,5769.0
baden_wuerttemberg,not_classifiable,medium,1.0,15395.0
bayern,not_classifiable,medium,0.0,17860.0
saarland,not_classifiable,medium,0.0,1430.0
berlin,not_classifiable,medium,0.0,5193.0
brandenburg,not_classifiable,medium,0.0,4074.0
mecklenburg_vorpommern,not_classifiable,medium,0.0,2631.0
sachsen,not_classifiable,medium,0.0,6037.0
sachsen_anhalt,not_classifiable,medium,0.0,3571.0
thueringen,not_classifiable,medium,1.0,3452.0
schleswig_holstein,single_18_29,high,1.0,5612.0
hamburg,single_18_29,high,3.0,3338.0
niedersachsen,single_18_29,high,1.0,15146.0
bremen,single_18_29,high,1.0,1201.0
nordrhein_westfalen,single_18_29,high,2.0,33054.0
hessen,single_18_29,high,2.0,11982.0
rheinland_pfalz,single_18_29,high,1.0,8140.0
baden_wuerttemberg,single_18_29,high,2.0,22961.0
bayern,single_18_29,high,2.0,25973.0
saarland,single_18_29,high,1.0,1911.0
berlin,single_18_29,high,2.0,6806.0
brandenburg,single_18_29,high,1.0,4621.0
mecklenburg_vorpommern,single_18_29,high,1.0,2625.0
sachsen,single_18_29,high,2.0,7198.0
sachsen_anhalt,single_18_29,high,1.0,3950.0
thueringen,single_18_29,high,0.0,3422.0
schleswig_holstein,single_30_59,high,5.0,5612.0
hamburg,single_30_59,high,13.0,3338.0
niedersachsen,single_30_59,high,6.0,15146.0
bremen,single_30_59,high,7.0,1201.0
nordrhein_westfalen,single_30_59,high,7.0,33054.0
hessen,single_30_59,high,7.0,11982.0
rheinland_pfalz,single_30_59,high,6.0,8140.0
baden_wuerttemberg,single_30_59,high,7.0,22961.0
bayern,single_30_59,high,7.0,25973.0
saarland,single_30_59,high,5.0,1911.0
berlin,single_30_59,high,11.0,6806.0
brandenburg,single_30_59,high,5.0,4621.0
mecklenburg_vorpommern,single_30_59,high,3.0,2625.0
sachsen,single_30_59,high,4.0,7198.0
sachsen_anhalt,single_30_59,high,5.0,3950.0
thueringen,single_30_59,high,6.0,3422.0
schleswig_holstein,single_60_plus,high,4.0,5612.0
hamburg,single_60_plus,high,6.0,3338.0
niedersachsen,single_60_plus,high,5.0,15146.0
bremen,single_60_plus,high,6.0,1201.0
nordrhein_westfalen,single_60_plus,high,5.0,33054.0
hessen,single_60_plus,high,5.0,11982.0
rheinland_pfalz,single_60_plus,high,5.0,8140.0
baden_wuerttemberg,single_60_plus,high,5.0,22961.0
bayern,single_60_plus,high,5.0,25973.0
saarland,single_60_plus,high,5.0,1911.0
berlin,single_60_plus,high,6.0,6806.0
brandenburg,single_60_plus,high,4.0,4621.0
mecklenburg_vorpommern,single_60_plus,high,3.0,2625.0
sachsen,single_60_plus,high,3.0,7198.0
sachsen_anhalt,single_60_plus,high,5.0,3950.0
thueringen,single_60_plus,high,5.0,3422.0
schleswig_holstein,couple_youngest_18_29,high,5.0,5612.0
hamburg,couple_youngest_18_29,high,7.0,3338.0
niedersachsen,couple_youngest_18_29,high,6.0,15146.0
bremen,couple_youngest_18_29,high,7.0,1201.0
nordrhein_westfalen,couple_youngest_18_29,high,6.0,33054.0
hessen,couple_youngest_18_29,high,5.0,11982.0
rheinland_pfalz,couple_youngest_18_29,high,5.0,8140.0
baden_wuerttemberg,couple_youngest_18_29,high,7.0,22961.0
bayern,couple_youngest_18_29,high,6.0,25973.0
saarland,couple_youngest_18_29,high,5.0,1911.0
berlin,couple_youngest_18_29,high,8.0,6806.0
brandenburg,couple_youngest_18_29,high,4.0,4621.0
mecklenburg_vorpommern,couple_youngest_18_29,high,4.0,2625.0
sachsen,couple_youngest_18_29,high,4.0,7198.0
sachsen_anhalt,couple_youngest_18_29,high,3.0,3950.0
thueringen,couple_youngest_18_29,high,4.0,3422.0
schleswig_holstein,couple_youngest_30_59,high,12.0,5612.0
hamburg,couple_youngest_30_59,high,13.0,3338.0
niedersachsen,couple_youngest_30_59,high,13.0,15146.0
bremen,couple_youngest_30_59,high,16.0,1201.0
nordrhein_westfalen,couple_youngest_30_59,high,13.0,33054.0
hessen,couple_youngest_30_59,high,12.0,11982.0
rheinland_pfalz,couple_youngest_30_59,high,13.0,8140.0
baden_wuerttemberg,couple_youngest_30_59,high,12.0,22961.0
bayern,couple_youngest_30_59,high,12.0,25973.0
saarland,couple_youngest_30_59,high,12.0,1911.0
berlin,couple_youngest_30_59,high,13.0,6806.0
brandenburg,couple_youngest_30_59,high,13.0,4621.0
mecklenburg_vorpommern,couple_youngest_30_59,high,20.0,2625.0
sachsen,couple_youngest_30_59,high,13.0,7198.0
sachsen_anhalt,couple_youngest_30_59,high,14.0,3950.0
thueringen,couple_youngest_30_59,high,13.0,3422.0
schleswig_holstein,couple_youngest_60_plus,high,13.0,5612.0
hamburg,couple_youngest_60_plus,high,8.0,3338.0
niedersachsen,couple_youngest_60_plus,high,11.0,15146.0
bremen,couple_youngest_60_plus,high,11.0,1201.0
nordrhein_westfalen,couple_youngest_60_plus,high,11.0,33054.0
hessen,couple_youngest_60_plus,high,11.0,11982.0
rheinland_pfalz,couple_youngest_60_plus,high,11.0,8140.0
baden_wuerttemberg,couple_youngest_60_plus,high,11.0,22961.0
bayern,couple_youngest_60_plus,high,10.0,25973.0
saarland,couple_youngest_60_plus,high,12.0,1911.0
berlin,couple_youngest_60_plus,high,9.0,6806.0
brandenburg,couple_youngest_60_plus,high,12.0,4621.0
mecklenburg_vorpommern,couple_youngest_60_plus,high,10.0,2625.0
sachsen,couple_youngest_60_plus,high,9.0,7198.0
sachsen_anhalt,couple_youngest_60_plus,high,7.0,3950.0
thueringen,couple_youngest_60_plus,high,10.0,3422.0
schleswig_holstein,three_plus_adults,high,15.0,5612.0
hamburg,three_plus_adults,high,8.0,3338.0
niedersachsen,three_plus_adults,high,17.0,15146.0
bremen,three_plus_adults,high,12.0,1201.0
nordrhein_westfalen,three_plus_adults,high,14.0,33054.0
hessen,three_plus_adults,high,16.0,11982.0
rheinland_pfalz,three_plus_adults,high,16.0,8140.0
baden_wuerttemberg,three_plus_adults,high,15.0,22961.0
bayern,three_plus_adults,high,14.0,25973.0
saarland,three_plus_adults,high,16.0,1911.0
berlin,three_plus_adults,high,8.0,6806.0
brandenburg,three_plus_adults,high,13.0,4621.0
mecklenburg_vorpommern,three_plus_adults,high,13.0,2625.0
sachsen,three_plus_adults,high,13.0,7198.0
sachsen_anhalt,three_plus_adults,high,18.0,3950.0
thueringen,three_plus_adults,high,14.0,3422.0
schleswig_holstein,child_under_6,high,21.0,5612.0
hamburg,child_under_6,high,20.0,3338.0
niedersachsen,child_under_6,high,19.0,15146.0
bremen,child_under_6,high,16.0,1201.0
nordrhein_westfalen,child_under_6,high,19.0,33054.0
hessen,child_under_6,high,20.0,11982.0
rheinland_pfalz,child_under_6,high,21.0,8140.0
baden_wuerttemberg,child_under_6,high,20.0,22961.0
bayern,child_under_6,high,19.0,25973.0
saarland,child_under_6,high,20.0,1911.0
berlin,child_under_6,high,20.0,6806.0
brandenburg,child_under_6,high,18.0,4621.0
mecklenburg_vorpommern,child_under_6,high,19.0,2625.0
sachsen,child_under_6,high,20.0,7198.0
sachsen_anhalt,child_under_6,high,23.0,3950.0
thueringen,child_under_6,high,17.0,3422.0
schleswig_holstein,child_under_14,high,16.0,5612.0
hamburg,child_under_14,high,14.0,3338.0
niedersachsen,child_under_14,high,14.0,15146.0
bremen,child_under_14,high,17.0,1201.0
nordrhein_westfalen,child_under_14,high,15.0,33054.0
hessen,child_under_14,high,13.0,11982.0
rheinland_pfalz,child_under_14,high,14.0,8140.0
baden_wuerttemberg,child_under_14,high,15.0,22961.0
bayern,child_under_14,high,16.0,25973.0
saarland,child_under_14,high,16.0,1911.0
berlin,child_under_14,high,15.0,6806.0
brandenburg,child_under_14,high,19.0,4621.0
mecklenburg_vorpommern,child_under_14,high,18.0,2625.0
sachsen,child_under_14,high,19.0,7198.0
sachsen_anhalt,child_under_14,high,16.0,3950.0
thueringen,child_under_14,high,19.0,3422.0
schleswig_holstein,child_under_18,high,7.0,5612.0
hamburg,child_under_18,high,6.0,3338.0
niedersachsen,child_under_18,high,6.0,15146.0
bremen,child_under_18,high,5.0,1201.0
nordrhein_westfalen,child_under_18,high,6.0,33054.0
hessen,child_under_18,high,6.0,11982.0
rheinland_pfalz,child_under_18,high,6.0,8140.0
baden_wuerttemberg,child_under_18,high,6.0,22961.0
bayern,child_under_18,high,6.0,25973.0
saarland,child_under_18,high,7.0,1911.0
berlin,child_under_18,high,4.0,6806.0
brandenburg,child_under_18,high,7.0,4621.0
mecklenburg_vorpommern,child_under_18,high,8.0,2625.0
sachsen,child_under_18,high,10.0,7198.0
sachsen_anhalt,child_under_18,high,6.0,3950.0
thueringen,child_under_18,high,10.0,3422.0
schleswig_holstein,single_parent,high,1.0,5612.0
hamburg,single_parent,high,2.0,3338.0
niedersachsen,single_parent,high,2.0,15146.0
bremen,single_parent,high,2.0,1201.0
nordrhein_westfalen,single_parent,high,2.0,33054.0
hessen,single_parent,high,2.0,11982.0
rheinland_pfalz,single_parent,high,2.0,8140.0
baden_wuerttemberg,single_parent,high,2.0,22961.0
bayern,single_parent,high,1.0,25973.0
saarland,single_parent,high,1.0,1911.0
berlin,single_parent,high,3.0,6806.0
brandenburg,single_parent,high,3.0,4621.0
mecklenburg_vorpommern,single_parent,high,3.0,2625.0
sachsen,single_parent,high,2.0,7198.0
sachsen_anhalt,single_parent,high,2.0,3950.0
thueringen,single_parent,high,2.0,3422.0
schleswig_holstein,not_classifiable,high,0.0,5612.0
hamburg,not_classifiable,high,1.0,3338.0
niedersachsen,not_classifiable,high,1.0,15146.0
bremen,not_classifiable,high,1.0,1201.0
nordrhein_westfalen,not_classifiable,high,1.0,33054.0
hessen,not_classifiable,high,0.0,11982.0
rheinland_pfalz,not_classifiable,high,0.0,8140.0
baden_wuerttemberg,not_classifiable,high,1.0,22961.0
bayern,not_classifiable,high,0.0,25973.0
saarland,not_classifiable,high,0.0,1911.0
berlin,not_classifiable,high,1.0,6806.0
brandenburg,not_classifiable,high,0.0,4621.0
mecklenburg_vorpommern,not_classifiable,high,0.0,2625.0
sachsen,not_classifiable,high,1.0,7198.0
sachsen_anhalt,not_classifiable,high,0.0,3950.0
thueringen,not_classifiable,high,0.0,3422.0
schleswig_holstein,single_18_29,very_high,1.0,2276.0
hamburg,single_18_29,very_high,0.0,1807.0
niedersachsen,single_18_29,very_high,0.0,5058.0
bremen,single_18_29,very_high,0.0,469.0
nordrhein_westfalen,single_18_29,very_high,0.0,12875.0
hessen,single_18_29,very_high,0.0,5403.0
rheinland_pfalz,single_18_29,very_high,0.0,3046.0
baden_wuerttemberg,single_18_29,very_high,0.0,9633.0
bayern,single_18_29,very_high,1.0,12161.0
saarland,single_18_29,very_high,0.0,606.0
berlin,single_18_29,very_high,1.0,2855.0
brandenburg,single_18_29,very_high,0.0,1567.0
mecklenburg_vorpommern,single_18_29,very_high,0.0,760.0
sachsen,single_18_29,very_high,1.0,1543.0
sachsen_anhalt,single_18_29,very_high,0.0,841.0
thueringen,single_18_29,very_high,0.0,952.0
schleswig_holstein,single_30_59,very_high,2.0,2276.0
hamburg,single_30_59,very_high,4.0,1807.0
niedersachsen,single_30_59,very_high,3.0,5058.0
bremen,single_30_59,very_high,1.0,469.0
nordrhein_westfalen,single_30_59,very_high,2.0,12875.0
hessen,single_30_59,very_high,3.0,5403.0
rheinland_pfalz,single_30_59,very_high,2.0,3046.0
baden_wuerttemberg,single_30_59,very_high,3.0,9633.0
bayern,single_30_59,very_high,3.0,12161.0
saarland,single_30_59,very_high,2.0,606.0
berlin,single_30_59,very_high,4.0,2855.0
brandenburg,single_30_59,very_high,3.0,1567.0
mecklenburg_vorpommern,single_30_59,very_high,2.0,760.0
sachsen,single_30_59,very_high,2.0,1543.0
sachsen_anhalt,single_30_59,very_high,1.0,841.0
thueringen,single_30_59,very_high,2.0,952.0
schleswig_holstein,single_60_plus,very_high,2.0,2276.0
hamburg,single_60_plus,very_high,1.0,1807.0
niedersachsen,single_60_plus,very_high,1.0,5058.0
bremen,single_60_plus,very_high,0.0,469.0
nordrhein_westfalen,single_60_plus,very_high,1.0,12875.0
hessen,single_60_plus,very_high,1.0,5403.0
rheinland_pfalz,single_60_plus,very_high,1.0,3046.0
baden_wuerttemberg,single_60_plus,very_high,1.0,9633.0
bayern,single_60_plus,very_high,1.0,12161.0
saarland,single_60_plus,very_high,1.0,606.0
berlin,single_60_plus,very_high,2.0,2855.0
brandenburg,single_60_plus,very_high,1.0,1567.0
mecklenburg_vorpommern,single_60_plus,very_high,2.0,760.0
sachsen,single_60_plus,very_high,1.0,1543.0
sachsen_anhalt,single_60_plus,very_high,0.0,841.0
thueringen,single_60_plus,very_high,1.0,952.0
schleswig_holstein,couple_youngest_18_29,very_high,5.0,2276.0
hamburg,couple_youngest_18_29,very_high,5.0,1807.0
niedersachsen,couple_youngest_18_29,very_high,3.0,5058.0
bremen,couple_youngest_18_29,very_high,3.0,469.0
nordrhein_westfalen,couple_youngest_18_29,very_high,3.0,12875.0
hessen,couple_youngest_18_29,very_high,4.0,5403.0
rheinland_pfalz,couple_youngest_18_29,very_high,2.0,3046.0
baden_wuerttemberg,couple_youngest_18_29,very_high,5.0,9633.0
bayern,couple_youngest_18_29,very_high,4.0,12161.0
saarland,couple_youngest_18_29,very_high,5.0,606.0
berlin,couple_youngest_18_29,very_high,3.0,2855.0
brandenburg,couple_youngest_18_29,very_high,1.0,1567.0
mecklenburg_vorpommern,couple_youngest_18_29,very_high,1.0,760.0
sachsen,couple_youngest_18_29,very_high,2.0,1543.0
sachsen_anhalt,couple_youngest_18_29,very_high,1.0,841.0
thueringen,couple_youngest_18_29,very_high,3.0,952.0
schleswig_holstein,couple_youngest_30_59,very_high,15.0,2276.0
hamburg,couple_youngest_30_59,very_high,15.0,1807.0
niedersachsen,couple_youngest_30_59,very_high,15.0,5058.0
bremen,couple_youngest_30_59,very_high,12.0,469.0
nordrhein_westfalen,couple_youngest_30_59,very_high,16.0,12875.0
hessen,couple_youngest_30_59,very_high,15.0,5403.0
rheinland_pfalz,couple_youngest_30_59,very_high,13.0,3046.0
baden_wuerttemberg,couple_youngest_30_59,very_high,17.0,9633.0
bayern,couple_youngest_30_59,very_high,14.0,12161.0
saarland,couple_youngest_30_59,very_high,13.0,606.0
berlin,couple_youngest_30_59,very_high,16.0,2855.0
brandenburg,couple_youngest_30_59,very_high,16.0,1567.0
mecklenburg_vorpommern,couple_youngest_30_59,very_high,14.0,760.0
sachsen,couple_youngest_30_59,very_high,17.0,1543.0
sachsen_anhalt,couple_youngest_30_59,very_high,22.0,841.0
thueringen,couple_youngest_30_59,very_high,13.0,952.0
schleswig_holstein,couple_youngest_60_plus,very_high,5.0,2276.0
hamburg,couple_youngest_60_plus,very_high,5.0,1807.0
niedersachsen,couple_youngest_60_plus,very_high,7.0,5058.0
bremen,couple_youngest_60_plus,very_high,7.0,469.0
nordrhein_westfalen,couple_youngest_60_plus,very_high,7.0,12875.0
hessen,couple_youngest_60_plus,very_high,6.0,5403.0
rheinland_pfalz,couple_youngest_60_plus,very_high,6.0,3046.0
baden_wuerttemberg,couple_youngest_60_plus,very_high,5.0,9633.0
bayern,couple_youngest_60_plus,very_high,5.0,12161.0
saarland,couple_youngest_60_plus,very_high,6.0,606.0
berlin,couple_youngest_60_plus,very_high,4.0,2855.0
brandenburg,couple_youngest_60_plus,very_high,5.0,1567.0
mecklenburg_vorpommern,couple_youngest_60_plus,very_high,7.0,760.0
sachsen,couple_youngest_60_plus,very_high,9.0,1543.0
sachsen_anhalt,couple_youngest_60_plus,very_high,5.0,841.0
thueringen,couple_youngest_60_plus,very_high,7.0,952.0
schleswig_holstein,three_plus_adults,very_high,10.0,2276.0
hamburg,three_plus_adults,very_high,7.0,1807.0
niedersachsen,three_plus_adults,very_high,10.0,5058.0
bremen,three_plus_adults,very_high,8.0,469.0
nordrhein_westfalen,three_plus_adults,very_high,12.0,12875.0
hessen,three_plus_adults,very_high,11.0,5403.0
rheinland_pfalz,three_plus_adults,very_high,11.0,3046.0
baden_wuerttemberg,three_plus_adults,very_high,12.0,9633.0
bayern,three_plus_adults,very_high,13.0,12161.0
saarland,three_plus_adults,very_high,13.0,606.0
berlin,three_plus_adults,very_high,8.0,2855.0
brandenburg,three_plus_adults,very_high,9.0,1567.0
mecklenburg_vorpommern,three_plus_adults,very_high,8.0,760.0
sachsen,three_plus_adults,very_high,7.0,1543.0
sachsen_anhalt,three_plus_adults,very_high,13.0,841.0
thueringen,three_plus_adults,very_high,10.0,952.0
schleswig_holstein,child_under_6,very_high,27.0,2276.0
hamburg,child_under_6,very_high,25.0,1807.0
niedersachsen,child_under_6,very_high,26.0,5058.0
bremen,child_under_6,very_high,18.0,469.0
nordrhein_westfalen,child_under_6,very_high,25.0,12875.0
hessen,child_under_6,very_high,25.0,5403.0
rheinland_pfalz,child_under_6,very_high,29.0,3046.0
baden_wuerttemberg,child_under_6,very_high,26.0,9633.0
bayern,child_under_6,very_high,27.0,12161.0
saarland,child_under_6,very_high,28.0,606.0
berlin,child_under_6,very_high,28.0,2855.0
brandenburg,child_under_6,very_high,25.0,1567.0
mecklenburg_vorpommern,child_under_6,very_high,32.0,760.0
sachsen,child_under_6,very_high,32.0,1543.0
sachsen_anhalt,child_under_6,very_high,17.0,841.0
thueringen,child_under_6,very_high,32.0,952.0
schleswig_holstein,child_under_14,very_high,27.0,2276.0
hamburg,child_under_14,very_high,30.0,1807.0
niedersachsen,child_under_14,very_high,27.0,5058.0
bremen,child_under_14,very_high,36.0,469.0
nordrhein_westfalen,child_under_14,very_high,25.0,12875.0
hessen,child_under_14,very_high,25.0,5403.0
rheinland_pfalz,child_under_14,very_high,28.0,3046.0
baden_wuerttemberg,child_under_14,very_high,22.0,9633.0
bayern,child_under_14,very_high,26.0,12161.0
saarland,child_under_14,very_high,24.0,606.0
berlin,child_under_14,very_high,26.0,2855.0
brandenburg,child_under_14,very_high,29.0,1567.0
mecklenburg_vorpommern,child_under_14,very_high,29.0,760.0
sachsen,child_under_14,very_high,24.0,1543.0
sachsen_anhalt,child_under_14,very_high,31.0,841.0
thueringen,child_under_14,very_high,25.0,952.0
schleswig_holstein,child_under_18,very_high,6.0,2276.0
hamburg,child_under_18,very_high,7.0,1807.0
niedersachsen,child_under_18,very_high,6.0,5058.0
bremen,child_under_18,very_high,7.0,469.0
nordrhein_westfalen,child_under_18,very_high,6.0,12875.0
hessen,child_under_18,very_high,7.0,5403.0
rheinland_pfalz,child_under_18,very_high,8.0,3046.0
baden_wuerttemberg,child_under_18,very_high,7.0,9633.0
bayern,child_under_18,very_high,6.0,12161.0
saarland,child_under_18,very_high,7.0,606.0
berlin,child_under_18,very_high,7.0,2855.0
brandenburg,child_under_18,very_high,10.0,1567.0
mecklenburg_vorpommern,child_under_18,very_high,5.0,760.0
sachsen,child_under_18,very_high,6.0,1543.0
sachsen_anhalt,child_under_18,very_high,9.0,841.0
thueringen,child_under_18,very_high,3.0,952.0
schleswig_holstein,single_parent,very_high,0.0,2276.0
hamburg,single_parent,very_high,1.0,1807.0
niedersachsen,single_parent,very_high,1.0,5058.0
bremen,single_parent,very_high,2.0,469.0
nordrhein_westfalen,single_parent,very_high,1.0,12875.0
hessen,single_parent,very_high,1.0,5403.0
rheinland_pfalz,single_parent,very_high,1.0,3046.0
baden_wuerttemberg,single_parent,very_high,1.0,9633.0
bayern,single_parent,very_high,1.0,12161.0
saarland,single_parent,very_high,0.0,606.0
berlin,single_parent,very_high,1.0,2855.0
brandenburg,single_parent,very_high,1.0,1567.0
mecklenburg_vorpommern,single_parent,very_high,0.0,760.0
sachsen,single_parent,very_high,0.0,1543.0
sachsen_anhalt,single_parent,very_high,1.0,841.0
thueringen,single_parent,very_high,0.0,952.0
schleswig_holstein,not_classifiable,very_high,0.0,2276.0
hamburg,not_classifiable,very_high,0.0,1807.0
niedersachsen,not_classifiable,very_high,0.0,5058.0
bremen,not_classifiable,very_high,5.0,469.0
nordrhein_westfalen,not_classifiable,very_high,0.0,12875.0
hessen,not_classifiable,very_high,0.0,5403.0
rheinland_pfalz,not_classifiable,very_high,0.0,3046.0
baden_wuerttemberg,not_classifiable,very_high,0.0,9633.0
bayern,not_classifiable,very_high,0.0,12161.0
saarland,not_classifiable,very_high,0.0,606.0
berlin,not_classifiable,very_high,0.0,2855.0
brandenburg,not_classifiable,very_high,0.0,1567.0
mecklenburg_vorpommern,not_classifiable,very_high,0.0,760.0
sachsen,not_classifiable,very_high,0.0,1543.0
sachsen_anhalt,not_classifiable,very_high,0.0,841.0
thueringen,not_classifiable,very_high,3.0,952.0
