# MiD 2023 oekonomischer Status x Haushaltstyp x Region.
# Generated by scripts/extract_mid_status_by_hhtype.py from
# mid2023_status_by_hhtype_raumtyp.xlsx (sheet 'MiD Tabellen').
# share_pct = P(hhtype | status, region) in percent; base_weighted =
# weighted base (persons) of the (status, region) cell.
region,hhtype,status,share_pct,base_weighted
stadtregion_regiopole_grossstadt,child_under_14,very_high,25.0,8982.0
stadtregion_mittelstadt,child_under_14,very_high,27.0,17965.0
stadtregion_kleinstaedtisch,child_under_14,very_high,32.0,3694.0
laendlich_zentrale_stadt,child_under_14,very_high,22.0,3056.0
laendlich_mittelstadt,child_under_14,very_high,25.0,7414.0
laendlich_kleinstaedtisch,child_under_14,very_high,25.0,7134.0
stadtregion_metropole,child_under_18,very_high,6.0,13606.0
stadtregion_regiopole_grossstadt,child_under_18,very_high,6.0,8982.0
stadtregion_mittelstadt,child_under_18,very_high,7.0,17965.0
stadtregion_kleinstaedtisch,child_under_18,very_high,7.0,3694.0
laendlich_zentrale_stadt,child_under_18,very_high,6.0,3056.0
laendlich_mittelstadt,child_under_18,very_high,6.0,7414.0
laendlich_kleinstaedtisch,child_under_18,very_high,5.0,7134.0
stadtregion_metropole,single_parent,very_high,1.0,13606.0
stadtregion_regiopole_grossstadt,single_parent,very_high,2.0,8982.0
stadtregion_mittelstadt,single_parent,very_high,1.0,17965.0
stadtregion_kleinstaedtisch,single_parent,very_high,0.0,3694.0
laendlich_zentrale_stadt,single_parent,very_high,1.0,3056.0
laendlich_mittelstadt,single_parent,very_high,1.0,7414.0
laendlich_kleinstaedtisch,single_parent,very_high,1.0,7134.0
stadtregion_metropole,not_classifiable,very_high,0.0,13606.0
stadtregion_regiopole_grossstadt,not_classifiable,very_high,0.0,8982.0
stadtregion_mittelstadt,not_classifiable,very_high,0.0,17965.0
stadtregion_kleinstaedtisch,not_classifiable,very_high,0.0,3694.0
laendlich_zentrale_stadt,not_classifiable,very_high,0.0,3056.0
laendlich_mittelstadt,not_classifiable,very_high,0.0,7414.0
laendlich_kleinstaedtisch,not_classifiable,very_high,0.0,7134.0
