school_id,name,level,capacity,ags8,kreis5,x,y,geocode_quality,dist_to_osm_edu_m,validated
abs_60847,Sally-Perel-Realschule Meinersen,sekundar_1,315.0,03151017,03151,590871.9564224842,5814715.596352363,address,3.1259084113463875,True
abs_60896,Realschule am Drömling Rühen,sekundar_1,306.0,03151024,03151,628261.0133003246,5816806.826622834,address,29.279917815753155,True
abs_60926,Schule am Schloss Liebenburg,sekundar_1,355.0,03153008,03153,597462.5704041277,5763888.119991281,address,4.796460934896476,True
abs_60987,Realschule Calberlah,sekundar_1,401.0,03151006,03151,610191.5497445912,5809570.569343736,address,12.19057785148862,True
abs_61098,Realschule LebenLernen Ersatzschule,sekundar_1,105.0,03101000,03101,601783.6769768811,5789131.349140545,address,9.487218899772333,True
abs_61256,Realschule Vorsfelde,sekundar_1,679.0,03103000,03103,624495.597076047,5811952.5812843,address,10.787632028780811,True
abs_61268,Hoffmann-v.-Fallersleben-Realschule,sekundar_1,723.0,03103000,03103,616538.3054272484,5808176.914904511,address,11.801118175173528,True
abs_61438,Dietrich-Bonhoeffer-Realschule,sekundar_1,486.0,03151009,03151,604771.4880228478,5815761.558948907,address,99.77043640762818,True
abs_61451,Fritz-Reuter-Realschule,sekundar_1,495.0,03151009,03151,605147.6214432003,5814507.255240149,address,207.42868182128674,True
abs_62893,Realschule John-F.-Kennedy-Platz,sekundar_1,402.0,03101000,03101,604129.7323005826,5790890.585695094,address,15.809878531331309,True
abs_62911,Realschule Georg-Eckert-Straße,sekundar_1,244.0,03101000,03101,604448.7029850619,5791415.064096683,address,5.7069874601691994,True
abs_62923,Realschule Maschstraße,sekundar_1,351.0,03101000,03101,603287.2611988157,5792142.199798756,address,7.5164368992187365,True
abs_62935,Nibelungen-Realschule,sekundar_1,379.0,03101000,03101,604424.1928088004,5794438.31642753,address,19.088033897972842,True
abs_62960,Realschule Sidonienstraße,sekundar_1,277.0,03101000,03101,602863.3423392932,5791369.736572148,address,11.30881812731946,True
abs_62984,Realschule Salzgitter-Bad,sekundar_1,568.0,03102000,03102,594375.9557102061,5767265.674913343,address,61.00473380201472,True
abs_63010,Emil-Langen-Realschule,sekundar_1,627.0,03102000,03102,590893.9914686218,5778308.419485392,address,0.1535592692900856,True
abs_63022,Gottfried-Linke-Realschule,sekundar_1,571.0,03102000,03102,589239.8655787731,5777631.952591491,address,82.8428248779926,True
abs_63046,Realschule Salzgitter-Thiede,sekundar_1,271.0,03102000,03102,600979.5867311396,5783415.22515322,address,11.21472114061918,True
abs_63174,Realschule Goldene Aue,sekundar_1,630.0,03153017,03153,597905.960487421,5753329.35189421,address,80.5831627821381,True
abs_63241,Lademann-Realschule,sekundar_1,420.0,03154028,03154,636929.631648924,5788074.123007169,address,8.409333593037696,True
abs_63265,Realschule Schöningen,sekundar_1,271.0,03154019,03154,634638.7293370913,5778161.594181748,address,172.7271014169941,True
abs_63290,Leibniz-Realschule,sekundar_1,450.0,03158037,03158,606688.2870284523,5779514.438453999,address,35.883131371704,True
abs_63344,Realschule Hohenhameln,sekundar_1,330.0,03157002,03157,572055.4833842283,5790212.708705138,address,63.51264747554438,True
abs_63356,Realschule Groß Ilsede,sekundar_1,574.0,03157009,03157,583674.2267626079,5791516.867609384,address,18.547421388336698,True
abs_63393,Gunzelin-Realschule,sekundar_1,483.0,03157006,03157,584627.9138379009,5797997.118194853,address,36.30194790706244,True
abs_63411,Realschule Vechelde,sekundar_1,469.0,03157007,03157,593541.9686110861,5790582.425137656,address,25.751908266150576,True
abs_65122,Sibylla-Merian-Gymnasium Meinersen,sekundar_1,559.0,03151017,03151,590714.8404070045,5814664.044824284,address,12.891359574126824,True
abs_65122,Sibylla-Merian-Gymnasium Meinersen,sekundar_2,202.0,03151017,03151,590714.8404070045,5814664.044824284,address,12.891359574126824,True
abs_65407,Philipp-Melanchthon-Gymnasium,sekundar_1,585.0,03151016,03151,605119.1018205505,5805100.262352621,address,34.47327380458414,True
abs_65407,Philipp-Melanchthon-Gymnasium,sekundar_2,215.0,03151016,03151,605119.1018205505,5805100.262352621,address,34.47327380458414,True
abs_66151,Eichendorffschule,sekundar_1,433.0,03103000,03103,621666.4392895935,5808794.849808073,address,3.1871729518951026,True
abs_66151,Eichendorffschule,sekundar_2,208.0,03103000,03103,621666.4392895935,5808794.849808073,address,3.1871729518951026,True
abs_66266,Julius-Spiegelberg-Gymnasium,sekundar_1,746.0,03157007,03157,593605.8740575111,5790637.973762151,address,10.910774569461084,True
abs_66266,Julius-Spiegelberg-Gymnasium,sekundar_2,287.0,03157007,03157,593605.8740575111,5790637.973762151,address,10.910774569461084,True
abs_66278,Ratsgymnasium Wolfsburg,sekundar_1,661.0,03103000,03103,621661.7661748242,5809282.173853457,address,35.81999145060643,True
abs_66278,Ratsgymnasium Wolfsburg,sekundar_2,264.0,03103000,03103,621661.7661748242,5809282.173853457,address,35.81999145060643,True
abs_66291,Theodor-Heuss-Gymnasium Wolfsburg,sekundar_1,691.0,03103000,03103,620251.3368792823,5809127.498544151,address,2.4011722658994157,True
abs_66291,Theodor-Heuss-Gymnasium Wolfsburg,sekundar_2,235.0,03103000,03103,620251.3368792823,5809127.498544151,address,2.4011722658994157,True
abs_66308,Phoenix Gymnasium Wolfsburg-Vorsfelde,sekundar_1,697.0,03103000,03103,624495.597076047,5811952.5812843,address,10.787632028780811,True
abs_66308,Phoenix Gymnasium Wolfsburg-Vorsfelde,sekundar_2,313.0,03103000,03103,624495.597076047,5811952.5812843,address,10.787632028780811,True
abs_66321,Albert-Schweitzer-Gymnasium,sekundar_1,485.0,03103000,03103,618528.0733479437,5807307.962826397,address,36.05597118314509,True
abs_66321,Albert-Schweitzer-Gymnasium,sekundar_2,218.0,03103000,03103,618528.0733479437,5807307.962826397,address,36.05597118314509,True
abs_66473,Otto-Hahn-Gymnasium,sekundar_1,690.0,03151009,03151,605672.9792813427,5815756.08647792,address,106.95719812751372,True
abs_66473,Otto-Hahn-Gymnasium,sekundar_2,273.0,03151009,03151,605672.9792813427,5815756.08647792,address,106.95719812751372,True
abs_66485,Europaschule Humboldt-Gymnasium,sekundar_1,815.0,03151009,03151,603766.8458101377,5816347.286726086,address,120.38352735435434,True
abs_66485,Europaschule Humboldt-Gymnasium,sekundar_2,371.0,03151009,03151,603766.8458101377,5816347.286726086,address,120.38352735435434,True
abs_66497,Gymnasium Hankensbüttel,sekundar_1,716.0,03151011,03151,608723.4563694932,5843451.155782905,address,21.400411880325233,True
abs_66497,Gymnasium Hankensbüttel,sekundar_2,265.0,03151011,03151,608723.4563694932,5843451.155782905,address,21.400411880325233,True
abs_67180,Gymnasium Fallersleben,sekundar_1,634.0,03103000,03103,616538.3054272484,5808176.914904511,address,11.801118175173528,True
abs_67180,Gymnasium Fallersleben,sekundar_2,225.0,03103000,03103,616538.3054272484,5808176.914904511,address,11.801118175173528,True
abs_67751,Dr. Wilhelm-Meyer-Gymnasium,sekundar_1,378.0,03101000,03101,605574.2934144915,5791007.933194645,address,3.4952449844091933,True
abs_67751,Dr. Wilhelm-Meyer-Gymnasium,sekundar_2,175.0,03101000,03101,605574.2934144915,5791007.933194645,address,3.4952449844091933,True
abs_67763,Gaußschule,sekundar_1,773.0,03101000,03101,604435.8825430004,5791178.138289965,address,21.51912467334333,True
abs_67763,Gaußschule,sekundar_2,300.0,03101000,03101,604435.8825430004,5791178.138289965,address,21.51912467334333,True
abs_67775,Neue Oberschule,sekundar_1,767.0,03101000,03101,605505.1791690276,5793144.103655536,address,8.826580366419735,True
abs_67775,Neue Oberschule,sekundar_2,376.0,03101000,03101,605505.1791690276,5793144.103655536,address,8.826580366419735,True
abs_67799,Gymnasium Ricarda-Huch-Schule,sekundar_1,679.0,03101000,03101,605622.455631914,5793265.177571157,address,44.34644497586636,True
abs_67799,Gymnasium Ricarda-Huch-Schule,sekundar_2,361.0,03101000,03101,605622.455631914,5793265.177571157,address,44.34644497586636,True
abs_67817,Hoffmann-von-Fallersleben-Schule,sekundar_1,728.0,03101000,03101,602267.9713428721,5791699.459529892,address,11.387266164340245,True
abs_67817,Hoffmann-von-Fallersleben-Schule,sekundar_2,273.0,03101000,03101,602267.9713428721,5791699.459529892,address,11.387266164340245,True
abs_67842,Gymnasium Kleine Burg,sekundar_1,503.0,03101000,03101,603913.4510477805,5791446.443156209,address,0.5181896563618321,True
abs_67842,Gymnasium Kleine Burg,sekundar_2,334.0,03101000,03101,603913.4510477805,5791446.443156209,address,0.5181896563618321,True
abs_67866,Lessinggymnasium,sekundar_1,768.0,03101000,03101,602701.578912528,5798540.218593332,address,44.21410861180091,True
abs_67866,Lessinggymnasium,sekundar_2,225.0,03101000,03101,602701.578912528,5798540.218593332,address,44.21410861180091,True
abs_67878,Martino-Katharineum,sekundar_1,677.0,03101000,03101,603480.1439893402,5791494.077124074,address,5.516822041321573,True
abs_67878,Martino-Katharineum,sekundar_2,344.0,03101000,03101,603480.1439893402,5791494.077124074,address,5.516822041321573,True
abs_67891,Raabeschule,sekundar_1,654.0,03101000,03101,605030.2200962061,5787445.928945109,address,0.02683276240256903,True
abs_67891,Raabeschule,sekundar_2,253.0,03101000,03101,605030.2200962061,5787445.928945109,address,0.02683276240256903,True
abs_67908,Wilhelm-Gymnasium,sekundar_1,683.0,03101000,03101,604706.9500493543,5791087.770260595,address,15.173618778586278,True
abs_67908,Wilhelm-Gymnasium,sekundar_2,314.0,03101000,03101,604706.9500493543,5791087.770260595,address,15.173618778586278,True
abs_67969,Gymnasium Am Fredenberg,sekundar_1,458.0,03102000,03102,589218.331118825,5777965.618059548,address,1.1270861102859042,True
abs_67969,Gymnasium Am Fredenberg,sekundar_2,108.0,03102000,03102,589218.331118825,5777965.618059548,address,1.1270861102859042,True
abs_67982,Kranich-Gymnasium,sekundar_1,730.0,03102000,03102,591084.9144364146,5778182.97366192,address,93.14305952719361,True
abs_67982,Kranich-Gymnasium,sekundar_2,228.0,03102000,03102,591084.9144364146,5778182.97366192,address,93.14305952719361,True
abs_67994,Gymnasium Salzgitter-Bad,sekundar_1,791.0,03102000,03102,593947.8264565794,5767742.2791842995,address,17.47215314426896,True
abs_67994,Gymnasium Salzgitter-Bad,sekundar_2,301.0,03102000,03102,593947.8264565794,5767742.2791842995,address,17.47215314426896,True
abs_68032,Jacobson-Gymnasium,sekundar_1,464.0,03153012,03153,579902.7483220428,5749044.497722735,address,4.334520830895468,True
abs_68032,Jacobson-Gymnasium,sekundar_2,152.0,03153012,03153,579902.7483220428,5749044.497722735,address,4.334520830895468,True
abs_68044,Oberharz-Gymnasium Braunlage,sekundar_1,75.0,03153016,03153,611458.8543095988,5731962.45864456,address,22.065090472453996,True
abs_68068,Robert-Koch-Schule,sekundar_1,309.0,03153018,03153,591708.8850142283,5740741.349154347,address,8.81966359161955,True
abs_68068,Robert-Koch-Schule,sekundar_2,108.0,03153018,03153,591708.8850142283,5740741.349154347,address,8.81966359161955,True
abs_68081,Christian-von-Dohm-Gymnasium,sekundar_1,631.0,03153017,03153,597905.960487421,5753329.35189421,address,80.5831627821381,True
abs_68081,Christian-von-Dohm-Gymnasium,sekundar_2,179.0,03153017,03153,597905.960487421,5753329.35189421,address,80.5831627821381,True
abs_68093,Ratsgymnasium Goslar,sekundar_1,381.0,03153017,03153,597990.3685974046,5751720.622861835,address,116.63144430451473,True
abs_68093,Ratsgymnasium Goslar,sekundar_2,189.0,03153017,03153,597990.3685974046,5751720.622861835,address,116.63144430451473,True
abs_68111,Niedersächsisches Internatsgymnasium,sekundar_1,136.0,03153002,03153,607179.0643127753,5748313.592989882,address,725.8308597548257,True
abs_68111,Niedersächsisches Internatsgymnasium,sekundar_2,73.0,03153002,03153,607179.0643127753,5748313.592989882,address,725.8308597548257,True
abs_68135,Werner-von-Siemens-Gymnasium,sekundar_1,531.0,03153002,03153,607228.8715472567,5749384.206122036,address,7.25650902349999,True
abs_68135,Werner-von-Siemens-Gymnasium,sekundar_2,239.0,03153002,03153,607228.8715472567,5749384.206122036,address,7.25650902349999,True
abs_68147,Burgberg-Gymnasium Bad Harzburg,sekundar_1,158.0,03153002,03153,607873.1506324698,5748599.116180291,address,24.710869937446247,True
abs_68147,Burgberg-Gymnasium Bad Harzburg,sekundar_2,45.0,03153002,03153,607873.1506324698,5748599.116180291,address,24.710869937446247,True
abs_68172,Julianum,sekundar_1,656.0,03154028,03154,637917.1162314806,5788234.532244921,address,10.215460669211602,True
abs_68172,Julianum,sekundar_2,314.0,03154028,03154,637917.1162314806,5788234.532244921,address,10.215460669211602,True
abs_68184,Gymnasium am Bötschenberg,sekundar_1,410.0,03154028,03154,638463.6029404581,5789008.971801456,address,721.4820341116662,True
abs_68184,Gymnasium am Bötschenberg,sekundar_2,261.0,03154028,03154,638463.6029404581,5789008.971801456,address,721.4820341116662,True
abs_68202,Anna-Sophianeum,sekundar_1,526.0,03154019,03154,634310.2179687265,5778492.344635725,address,6.284104472057993,True
abs_68202,Anna-Sophianeum,sekundar_2,190.0,03154019,03154,634310.2179687265,5778492.344635725,address,6.284104472057993,True
abs_68214,Große Schule,sekundar_1,555.0,03158037,03158,605061.5633132742,5780565.497076945,address,16.286762911443724,True
abs_68214,Große Schule,sekundar_2,216.0,03158037,03158,605061.5633132742,5780565.497076945,address,16.286762911443724,True
abs_68238,Gymnasium im Schloß,sekundar_1,783.0,03158037,03158,604675.0989146864,5780239.897219795,address,81.91270694458318,True
abs_68238,Gymnasium im Schloß,sekundar_2,426.0,03158037,03158,604675.0989146864,5780239.897219795,address,81.91270694458318,True
abs_68251,Theodor-Heuss-Gymnasium,sekundar_1,596.0,03158037,03158,604358.614528865,5779565.548611832,address,40.8849146474347,True
abs_68251,Theodor-Heuss-Gymnasium,sekundar_2,178.0,03158037,03158,604358.614528865,5779565.548611832,address,40.8849146474347,True
abs_68263,Gymnasium Groß Ilsede,sekundar_1,657.0,03157009,03157,583674.2267626079,5791516.867609384,address,18.547421388336698,True
abs_68263,Gymnasium Groß Ilsede,sekundar_2,255.0,03157009,03157,583674.2267626079,5791516.867609384,address,18.547421388336698,True
abs_68287,Ratsgymnasium Peine,sekundar_1,644.0,03157006,03157,583377.0660668134,5797913.724800924,address,2.347525681572367,True
abs_68287,Ratsgymnasium Peine,sekundar_2,301.0,03157006,03157,583377.0660668134,5797913.724800924,address,2.347525681572367,True
abs_68305,Gymnasium am Silberkamp,sekundar_1,869.0,03157006,03157,584458.4579913786,5797643.12619271,address,6.19108015760439,True
abs_68305,Gymnasium am Silberkamp,sekundar_2,300.0,03157006,03157,584458.4579913786,5797643.12619271,address,6.19108015760439,True
abs_80172,Sally-Perel-Gesamtschule,sekundar_1,746.0,03101000,03101,609093.1050484411,5794083.8385239,address,4.686876338169931,True
abs_80172,Sally-Perel-Gesamtschule,sekundar_2,182.0,03101000,03101,609093.1050484411,5794083.8385239,address,4.686876338169931,True
abs_80184,Neue Schule Wolfsburg,grundschule,167.0,03103000,03103,621167.8927197395,5809105.249767605,address,38.51579320948189,True
abs_80184,Neue Schule Wolfsburg,sekundar_1,540.0,03103000,03103,621167.8927197395,5809105.249767605,address,38.51579320948189,True
abs_80184,Neue Schule Wolfsburg,sekundar_2,235.0,03103000,03103,621167.8927197395,5809105.249767605,address,38.51579320948189,True
abs_80202,IGS Salzgitter,sekundar_1,780.0,03102000,03102,591512.3333799075,5779988.321787434,address,47.82997169030693,True
abs_80202,IGS Salzgitter,sekundar_2,134.0,03102000,03102,591512.3333799075,5779988.321787434,address,47.82997169030693,True
abs_80329,IGS Wallstraße,sekundar_1,729.0,03158037,03158,605479.4554898022,5780324.817267397,address,80.04042483679034,True
abs_80329,IGS Wallstraße,sekundar_2,203.0,03158037,03158,605479.4554898022,5780324.817267397,address,80.04042483679034,True
abs_80330,IGS Lengede,sekundar_1,850.0,03157005,03157,589395.4420786302,5785036.4679788025,address,1.8448258929259786,True
abs_80330,IGS Lengede,sekundar_2,218.0,03157005,03157,589395.4420786302,5785036.4679788025,address,1.8448258929259786,True
abs_80342,IGS Adolf-Grimme in Goslar,sekundar_1,554.0,03153017,03153,601762.7376069003,5751097.327544215,address,15.430658355010936,True
abs_80342,IGS Adolf-Grimme in Goslar,sekundar_2,74.0,03153017,03153,601762.7376069003,5751097.327544215,address,15.430658355010936,True
abs_80366,IGS Sassenburg,sekundar_1,819.0,03151025,03151,609573.044040523,5818052.487815936,address,29.238693311370696,True
abs_80366,IGS Sassenburg,sekundar_2,198.0,03151025,03151,609573.044040523,5818052.487815936,address,29.238693311370696,True
abs_80494,IGS Henriette-Breymann,sekundar_1,850.0,03158037,03158,603926.981366861,5779770.830680646,address,64.52709855190827,True
abs_80494,IGS Henriette-Breymann,sekundar_2,214.0,03158037,03158,603926.981366861,5779770.830680646,address,64.52709855190827,True
abs_80500,Internationale Schule,grundschule,95.0,03101000,03101,605865.0463550012,5790704.49030987,address,12.902677949159175,True
abs_80500,Internationale Schule,sekundar_1,116.0,03101000,03101,605865.0463550012,5790704.49030987,address,12.902677949159175,True
abs_80500,Internationale Schule,sekundar_2,50.0,03101000,03101,605865.0463550012,5790704.49030987,address,12.902677949159175,True
abs_80512,Integrierte Gesamtschule Heidberg,sekundar_1,817.0,03101000,03101,605030.2200962061,5787445.928945109,address,0.02683276240256903,True
abs_80512,Integrierte Gesamtschule Heidberg,sekundar_2,217.0,03101000,03101,605030.2200962061,5787445.928945109,address,0.02683276240256903,True
abs_80615,IGS Wittingen,sekundar_1,662.0,03151040,03151,616579.9017538733,5843222.109617022,address,43.79636258846792,True
abs_80731,IGS Edemissen,sekundar_1,445.0,03157001,03157,586053.0936145277,5805291.802410812,address,22.11405776788193,True
abs_80779,IGS Schöppenstedt,sekundar_1,321.0,03158027,03158,621551.791803246,5778728.3827404305,address,3.4065681830101764,True
abs_80962,Heinrich-Nordhoff-Gesamtschule,sekundar_1,953.0,03103000,03103,618893.493850649,5807335.567929147,address,17.080512278732044,True
abs_80962,Heinrich-Nordhoff-Gesamtschule,sekundar_2,275.0,03103000,03103,618893.493850649,5807335.567929147,address,17.080512278732044,True
abs_81504,Giordano-Bruno-Gesamtschule,sekundar_1,569.0,03154028,03154,636728.7029192906,5789002.979985005,address,1.3971040004757882,True
abs_81772,IGS Gifhorn,sekundar_1,842.0,03151009,03151,606275.4631927866,5815241.1235561175,address,15.821682898424681,True
abs_81772,IGS Gifhorn,sekundar_2,219.0,03151009,03151,606275.4631927866,5815241.1235561175,address,15.821682898424681,True
abs_82806,Integrierte Gesamtschule Querum,sekundar_1,623.0,03101000,03101,606358.7202491466,5794547.988458072,address,28.59688764946407,True
abs_82806,Integrierte Gesamtschule Querum,sekundar_2,209.0,03101000,03101,606358.7202491466,5794547.988458072,address,28.59688764946407,True
abs_82880,IGS Franzsches Feld,sekundar_1,621.0,03101000,03101,605684.229749328,5792341.844067709,address,10.00180789273751,True
abs_82880,IGS Franzsches Feld,sekundar_2,272.0,03101000,03101,605684.229749328,5792341.844067709,address,10.00180789273751,True
abs_82892,Wilhelm-Bracke-Gesamtschule,sekundar_1,976.0,03101000,03101,600762.2758813335,5790222.049048414,address,45.69319620775696,True
abs_82892,Wilhelm-Bracke-Gesamtschule,sekundar_2,381.0,03101000,03101,600762.2758813335,5790222.049048414,address,45.69319620775696,True
abs_82909,Integrierte Gesamtschule Peine,sekundar_1,918.0,03157006,03157,580878.2166903998,5798951.8522098465,address,27.544076607406218,True
abs_82909,Integrierte Gesamtschule Peine,sekundar_2,257.0,03157006,03157,580878.2166903998,5798951.8522098465,address,27.544076607406218,True
abs_88109,Freie Waldorfschule Wolfsburg,grundschule,126.0,03103000,03103,619494.7992053198,5806549.284195894,address,45.11622141632131,True
abs_88109,Freie Waldorfschule Wolfsburg,sekundar_1,193.0,03103000,03103,619494.7992053198,5806549.284195894,address,45.11622141632131,True
abs_88109,Freie Waldorfschule Wolfsburg,sekundar_2,81.0,03103000,03103,619494.7992053198,5806549.284195894,address,45.11622141632131,True
abs_90141,Schule Ilseder Hütte,sekundar_1,33.0,03157009,03157,582969.9029471513,5791043.039186782,address,640.1552834363458,True
abs_92010,Friedrich-von-Schiller-Schule,sekundar_1,162.0,03103000,03103,622454.4527823741,5808918.1243949495,address,70.61429986437153,True
abs_92332,Pestalozzischule Gifhorn,sekundar_1,107.0,03151009,03151,590959.5495593868,5814613.467561294,address,136.53356288642914,True
abs_92344,Schule der Zukunft - FöS der Lebenshilfe,sekundar_1,16.0,03151009,03151,604363.9418586398,5815918.386686402,address,11.770826836126032,True
abs_92356,Hermann-Löns-Schule,sekundar_1,39.0,03151040,03151,617420.8896995228,5843788.742303381,address,3.372386087600298,True
abs_93233,Rischborn-Schule,sekundar_1,62.0,03151009,03151,604668.1124451531,5804263.967925309,address,148.20028820379312,True
abs_94389,Oswald-Berkhan-Schule,sekundar_1,280.0,03101000,03101,602118.9094462367,5791663.264870315,address,39.2607808534552,True
abs_94407,Astrid-Lindgren-Schule,sekundar_1,43.0,03101000,03101,605057.003251968,5795207.741961624,address,32.1586203542491,True
abs_94432,Hans-Würtz-Schule,sekundar_1,155.0,03101000,03101,605354.8837905609,5789213.094913256,address,35.4946877833006,True
abs_94456,Landesbildungszentrum für Hörgeschädigte,sekundar_1,143.0,03101000,03101,604490.4443894457,5789202.025486038,address,0.9141830380418368,True
abs_94468,Lotte-Lemke-Schule,sekundar_1,57.0,03101000,03101,607289.6716552172,5796562.540013232,address,0.06606080237586391,True
abs_94493,Remenhof-Schule,sekundar_1,42.0,03101000,03101,608511.6908452148,5794253.31485852,address,55.198327406006605,True
abs_94560,Peter-Pan-Schule,sekundar_1,179.0,03103000,03103,622368.8887490272,5811956.637638853,address,55.25733585339713,True
abs_94572,Pestalozzischule,sekundar_1,43.0,03102000,03102,591480.3057067448,5779951.973379548,address,1.2518583143851054,True
abs_94614,Maria-Montessori-Schule Salzgitter,sekundar_1,168.0,03102000,03102,591152.6489524577,5780711.85219369,address,569.9837702456036,True
abs_94675,Marie-Juchacz-Schule,sekundar_1,80.0,03153019,03153,590994.5028249115,5752598.121337508,address,44.279291827354285,True
abs_94687,Sehusaschule,sekundar_1,103.0,03153012,03153,581826.3613211457,5749340.334691996,address,526.7494720914333,True
abs_94730,Schule am Harly,sekundar_1,138.0,03153017,03153,606432.0634975614,5757419.659058528,address,146.82015993632965,True
abs_94778,Evangelische Schule Oberharz,sekundar_1,47.0,03153018,03153,593199.4117059659,5741046.600197515,address,742.4429956275579,True
abs_94808,Pestalozzischule,sekundar_1,54.0,03153017,03153,598158.9572147103,5752939.115911538,address,46.25082089270675,True
abs_94845,Wichernschule,sekundar_1,191.0,03154028,03154,637221.0785456719,5788687.610705303,address,4.704755303352622,True
abs_94870,Rudolf-Dießel-Schule,sekundar_1,196.0,03154013,03154,623747.5123546174,5791496.509794164,address,133.30886701019088,True
abs_94985,Schule am Teichgarten,sekundar_1,150.0,03158037,03158,605788.000192768,5780020.864572425,address,22.33604294828366,True
abs_95023,Dr. David Mansfeld-Schule,sekundar_1,60.0,03158037,03158,606706.3609287831,5782714.754291703,address,3.355693586676493,True
abs_95047,Peter-Räuber-Schule,sekundar_1,142.0,03158037,03158,605900.2275580656,5779914.940771321,address,14.388227748196002,True
abs_95072,Astrid-Lindgren-Schule,sekundar_1,260.0,03157009,03157,583824.2510407147,5791124.148170811,address,21.035859656138797,True
abs_95126,Pestalozzischule Peine,sekundar_1,151.0,03157006,03157,583991.3493219332,5798162.910286027,address,621.5366245777906,True
bbs_71559,Carl-Hahn-Schule BBS Wolfsburg,sekundar_2,1213.0,03103000,03103,621112.2038512058,5810071.074660908,address,11.8817879764406,True
bbs_71572,Berufsbildende Schulen 2,sekundar_2,2303.0,03103000,03103,621056.174977987,5809863.750473094,address,2.1310339555127684,True
bbs_71845,Berufsbildende Schulen 1,sekundar_2,1942.0,03151009,03151,605298.310646911,5814980.10172619,address,13.30681134308507,True
bbs_71870,BBS II des Landkreises Gifhorn,sekundar_2,1823.0,03151009,03151,606832.1110845242,5814669.728999205,address,10.610532833112142,True
bbs_72485,Fachschule Heilerziehungspflege,sekundar_2,62.0,03158030,03158,613356.6729228441,5785990.407352786,address,443.38348190239236,True
bbs_72503,Oskar Kämmer Schule,sekundar_2,7.0,03151009,03151,604813.1902823555,5813982.661934634,address,66.36844325825449,True
bbs_73623,Johannes-Selenka-Schule,sekundar_2,1794.0,03101000,03101,603788.4613820314,5792188.606142487,address,21.614117913785957,True
bbs_73647,Heinrich-Büssing-Schule,sekundar_2,2474.0,03101000,03101,605378.582875137,5788738.274696985,address,22.53418332691915,True
bbs_73659,Berufsfachschule Pflege am Marienstift,sekundar_2,10.0,03101000,03101,605509.4791268202,5790907.376103619,address,84.28295426123445,True
bbs_73660,Otto-Bennemann-Schule,sekundar_2,3609.0,03101000,03101,603739.5864836964,5791801.950268634,address,51.746449058764554,True
bbs_73672,Helene-Engelbrecht-Schule,sekundar_2,1140.0,03101000,03101,603850.2268793879,5791941.8778914325,address,0.2620749248046758,True
bbs_73726,Martha-Fuchs-Schule,sekundar_2,808.0,03101000,03101,605140.5904151895,5791317.484739513,address,2.261965301384081,True
bbs_73763,Technikakademie der Stadt Braunschweig,sekundar_2,196.0,03101000,03101,605140.5904151895,5791317.484739513,address,2.261965301384081,True
bbs_73787,Deutsche Müllerschule,sekundar_2,19.0,03101000,03101,605378.582875137,5788738.274696985,address,22.53418332691915,True
bbs_73799,TEUTLOFF Technische Akademie gGmbH,sekundar_2,410.0,03101000,03101,603087.2958066305,5790059.933781827,address,101.93648225720447,True
bbs_73842,Dr. von Morgenstern Schulen,sekundar_2,341.0,03101000,03101,602926.2846691221,5791761.692127527,address,15.600848868852754,True
bbs_73866,Oskar Kämmer Schule Braunschweig,sekundar_2,251.0,03101000,03101,604514.1141432073,5790021.864426743,address,222.8369259899214,True
bbs_73921,Ludwig-Erhard-Schule,sekundar_2,859.0,03102000,03102,590975.4638871569,5779650.999970821,plz_centroid,84.14500516469552,True
bbs_73945,BBS Fredenberg,sekundar_2,2034.0,03102000,03102,589276.5923628326,5777753.991396028,address,98.55734739286012,True
bbs_74081,Fachschule für Wirtschaft und Technik,sekundar_2,77.0,03153018,03153,592285.6026837479,5740312.439085917,address,62.24149315476275,True
bbs_74093,Berufsbildende Schulen Goslar,sekundar_2,859.0,03153017,03153,598117.1011188715,5752563.596836099,address,26.741370667201895,True
bbs_74111,Berufsbildende Schulen,sekundar_2,1954.0,03153017,03153,597785.9206647422,5753458.887338001,address,26.590967536215,True
bbs_74147,Berufsbildende Schulen Bad Harzburg,sekundar_2,367.0,03153002,03153,607827.3240995398,5749321.022921252,address,33.548201188808264,True
bbs_74172,Berufsbildende Schulen,sekundar_2,563.0,03103000,03103,619028.4500798654,5805795.002275991,address,54.37222236914168,True
bbs_74184,Berufsbildende Schulen,sekundar_2,781.0,03154028,03154,636620.5516819995,5787551.64286143,address,97.1934840414225,True
bbs_74214,Steinmetzschule Königslutter,sekundar_2,168.0,03154013,03154,623494.2213677644,5791529.714447396,address,369.8328425471696,True
bbs_74226,Diakonie-Kolleg Wolfenbüttel,sekundar_2,239.0,03158037,03158,606495.062596774,5782240.550478248,address,18.34006069051677,True
bbs_74238,CGLS,sekundar_2,946.0,03158037,03158,604167.3650779813,5779531.722238758,address,131.22075192109605,True
bbs_74263,Berufsbildende Schulen,sekundar_2,1620.0,03157006,03157,581035.5144825433,5799134.509168872,address,17.297549418863895,True
bbs_75279,Ludwig Fresenius Schulen gem. GmbH,sekundar_2,71.0,03103000,03103,614712.4920586925,5808465.064451279,address,0.23682270352907228,True
bbs_75310,Berufsfachschule  Ergotherapie,sekundar_2,58.0,03101000,03101,602616.2895201575,5792496.168930056,address,257.42368888431463,True
